hashtags/0,mentions/0,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/location/lat,user/location/long,user/id,user/friends,sentient,urls/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,urls/1,mentions/1,mentions/2,urls/2
brooklyngrit,NetsDaily.com,2111279104,@NetsDaily That's not what #brooklyngrit means ! We have class so...... https://t.co/otl3sF9cVh,Adiddybk2012,https://pbs.twimg.com/profile_images/968215473576923136/aYqWBiHO_normal.jpg,161,adiddybk2012,,Fri Nov 18 19:50:46 +0000 2011,40.739446,-73.8333651,415767157,68,-0.875,,,,,,,,,,,,
BrooklynGrit,,697688064,Nets Have Big Decisions to Make at Guard - Nothin' But Nets https://t.co/ral2Izlu8G #BrooklynGrit https://t.co/sOwEx0FAqc,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0,http://dlvr.it/QKQwg4,,,,,,,,,,,
TruetoAtlanta,,1880526849,"#TruetoAtlanta
#Celtics
#BrooklynGrit #BuzzCity
#BullsNation
#DefendTheLand
#MFFL
#MileHighBasketball… https://t.co/1MqKLYzslq",Algernon,https://pbs.twimg.com/profile_images/967061472659505152/yGFd9I8L_normal.jpg,3786,Echelon_Beats,Brother Of NBA 🌟 Ge-Lawn Guyn,Thu Nov 24 03:19:54 +0000 2011,,,420033070,2166,0,https://twitter.com/i/web/status/972225815663513601,Celtics,BrooklynGrit,BuzzCity,BullsNation,DefendTheLand,MFFL,MileHighBasketball,,,,
BrooklynGrit,,-1026277375,A Week With The Long Island Nets - https://t.co/QeDPgtuBpG https://t.co/SxXF3aUz8M #BrooklynGrit https://t.co/EIBPzn8Am6,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0,http://Brooklynnets.com,,,,,,,,http://dlvr.it/QKP7VR,,,
NBA2K18,NBA 2K 2K18,-1588105216,"Liltrentrich3 goes 1 on 5....and dunks on EVERYBODY!!!

@NBA2K #NBA2K18 #2kTVWOW @2KTVWOW @BrooklynNets… https://t.co/LlwP0rJUaM",Brooklyn Grit Gaming Club,https://pbs.twimg.com/profile_images/969280423527370752/tVOl3RoD_normal.jpg,158,BrooklynGritGC,We’re a XBOX1 @NBA2K ProAm Team paying homage to the @brooklynnets. The goal of the squad is to build chemistry for 2K18 and beyond.,Fri Dec 15 15:25:52 +0000 2017,40.739446,-73.8333651,-1835610112,601,0,https://twitter.com/i/web/status/972140234971508736,2kTVWOW,,,,,,,,#2KTVWOW,Brooklyn Nets,
Nets,,257331200,"Player Averages
SF: Allen Crabbe
Average Fantasy Points: 21.9
Cost Per Point:  $219
Players Team: #Nets… https://t.co/nRvkkwnzzi",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,28.6143519,-81.22977,135015396,1447,0,https://twitter.com/i/web/status/972083414399619072,,,,,,,,,,,
Nets,,-921186304,"Player Averages
C: Jarrett Allen
Average Fantasy Points: 18.1
Cost Per Point:  $271
Players Team: #Nets… https://t.co/BPG1bfAaq5",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,28.6143519,-81.22977,135015396,1447,0,https://twitter.com/i/web/status/972072031557767168,,,,,,,,,,,
Nets,,1385607168,"Player Averages
SG: Caris LeVert
Average Fantasy Points: 24.35
Cost Per Point:  $209
Players Team: #Nets… https://t.co/60OwIQ0R6O",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,28.6143519,-81.22977,135015396,1447,0,https://twitter.com/i/web/status/972064663700680704,,,,,,,,,,,
Nets,,-900231167,"Player Averages
SF: DeMarre Carroll
Average Fantasy Points: 26.91
Cost Per Point:  $234
Players Team: #Nets… https://t.co/P4GFy1BYnE",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,28.6143519,-81.22977,135015396,1447,0,https://twitter.com/i/web/status/972045707724165121,,,,,,,,,,,
Nets,,383115264,"Player Averages
PG: Spencer Dinwiddie
Average Fantasy Points: 29.49
Cost Per Point:  $220
Players Team: #Nets… https://t.co/hZfXrAdnRl",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,28.6143519,-81.22977,135015396,1447,0,https://twitter.com/i/web/status/971992799305392128,,,,,,,,,,,
,,2065022981,Brooklyn Nets 125-111 Charlotte Hornets: Three Takeaways - https://t.co/QeDPgtuBpG https://t.co/NnNtl2w4xH… https://t.co/6N8mJmfovY,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0,http://Brooklynnets.com,,,,,,,,http://dlvr.it/QKK61N,,,https://twitter.com/i/web/status/971975895996022789
Nets,,-1063927808,"Player Averages
SG: D'Angelo Russell
Average Fantasy Points: 27.35
Cost Per Point:  $271
Players Team: #Nets… https://t.co/6x0KLggaJd",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,28.6143519,-81.22977,135015396,1447,0,https://twitter.com/i/web/status/971970124725993472,,,,,,,,,,,
brooklyngrit,Brooklyn Nets,1037434880,BIG WIN #21 @BrooklynNets #brooklyngrit #wegohard,Joseph Corallo,https://pbs.twimg.com/profile_images/938606209694699524/hwAuSnRE_normal.jpg,702,NewProduct11,Summers Gone ☄️ August 21st,Mon Jan 14 20:10:11 +0000 2013,40.261113,-74.129673,1090035104,338,0,,wegohard,,,,,,,,,,
,,2140483584,"Charlotte Hornets look flat, get knocked around at home by Brooklyn Nets - Charlotte Observer… https://t.co/BcSgKbfhx5",Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,-0.5,https://twitter.com/i/web/status/971943172715655168,,,,,,,,,,,
netspostgame,,-1827237887,"#netspostgame 
Levert, and Crabbe were amazing
The nets played harder tonight, and deserved it more
Tim I agree, pp… https://t.co/xmh7kWJhHl",Bknvns22,https://pbs.twimg.com/profile_images/954993794688065536/06eEBz2p_normal.jpg,1,MarcFis83258772,"Nets, nets, and nets.",Fri Apr 14 00:24:33 +0000 2017,40.9175771,-73.70027209999999,-1168785408,75,0,https://twitter.com/i/web/status/971939389176713217,,,,,,,,,,,
,,1435987968,Amazing win! Crabbe and LeVert showed their versatility all game. Talk about a trailblazing performance from the bo… https://t.co/QGWmrdYyas,Bryan Villa,https://pbs.twimg.com/profile_images/709489318193139712/nb5wu9Fg_normal.jpg,329,B_VillJC,Graphic Designer / Artist. Founder of @DMDLifeAchiev. Nets Fan,Sat Dec 17 14:05:26 +0000 2011,41.357423,-73.88506,439211581,182,0.375,https://twitter.com/i/web/status/971933276406509568,,,,,,,,,,,
TopValuePlays,,1742180354,"#TopValuePlays
SF: Joe Harris #Nets #BrooklynGrit
CPP:$210.72
Avg FPS: 18.03
Your Winners Club NBA Lineups Are Read… https://t.co/YZMIFgkTai",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,28.6143519,-81.22977,135015396,1447,0,https://twitter.com/i/web/status/971917247894753282,Nets,BrooklynGrit,,,,,,,,,
BrooklynGrit,,2052579330,"Buy this man's poster ... NOW. #BrooklynGrit 
https://t.co/tvtvJD3ndh",Elite Sports NY,https://pbs.twimg.com/profile_images/924485231909912581/pHUHLp3K_normal.jpg,6230,EliteSportsNY,Official Twitter Account of Elite Sports NY--Most Read NYC Regional Site in World. @RobbySabo #Yankees #Mets #Giants #Jets #Knicks #Nets #NYR #Isles #NJDevils,Fri Aug 20 14:48:47 +0000 2010,40.9175771,-73.70027209999999,180806291,4478,0,https://elitesportsny.com/2018/03/08/brooklyn-nets-spencer-dinwiddie-deserves-recognition/,,,,,,,,,,,
,,-837537791,Brooklyn Nets Notebook: Insights ahead of game vs. Charlotte Hornets - https://t.co/QeDPgtuBpG… https://t.co/wriZUHVubd,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0.25,http://Brooklynnets.com,,,,,,,,https://twitter.com/i/web/status/971910712669777921,,,
BrooklynGrit,Brooklyn Nets News,-262746110,"RT @BNetsNews: Joe Tsai takes in Warrior game, talks with Kenny Atkinson, Jeremy Lin - NetsDaily https://t.co/Dx7BSCPjAm #BrooklynGrit http…",Frances (^__^) Kwong,https://pbs.twimg.com/profile_images/842151726358528000/TZJSB3w-_normal.jpg,74,frances48625,TEAMJLIN #doasyoumayLord #hereamI #nbajourney #newchapter #BrooklynNets,Tue Nov 18 02:38:48 +0000 2014,,,-1412882267,91,0,http://dlvr.it/QK8Ctc,,,,,,,,,,,
BrooklynGrit,Brooklyn Nets,588595201,"The @BrooklynNets starting Dinwiddie, Russell, Crabbe, Carroll, Allen on Thursday. #BrooklynGrit #NBA",NBA 📰,https://pbs.twimg.com/profile_images/840806600810012672/3UKdImNU_normal.jpg,1086,BasketballRoto,"Free #NBA news, DFS tools & content.  https://t.co/vfdB1wfxDK",Tue Nov 15 20:37:48 +0000 2016,37.9298239,-122.28178,-1101791232,503,0,,NBA,,,,,,,,,,
TopValuePlays,,-2053681147,"#TopValuePlays
SF: Allen Crabbe #Nets #BrooklynGrit
CPP:$219.23
Avg FPS: 21.9
Join our Winners Club For All The Goo… https://t.co/ne6THhWsKO",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,28.6143519,-81.22977,135015396,1447,0,https://twitter.com/i/web/status/971868367371063301,Nets,BrooklynGrit,,,,,,,,,
BrooklynGrit,,-2070597632,Nets like what they see so far with two-way deals - NetsDaily https://t.co/d5xlcUKIR9 #BrooklynGrit https://t.co/gdIMVrplDe,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0.125,http://dlvr.it/QKGtkx,,,,,,,,,,,
BarginBin,,-1453924352,"#BarginBin
SF: Joe Harris #Nets #BrooklynGrit
Sal: $3800
Avg FPS: 18.03
Fantasy Point Averages -&gt;… https://t.co/qsWZIl45vl",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,28.6143519,-81.22977,135015396,1447,0,https://twitter.com/i/web/status/971815595707654144,Nets,BrooklynGrit,,,,,,,,,
WeGoHard,,-820596736,#WeGoHard #brooklyngrit https://t.co/qd34ealDqW,King Green,https://pbs.twimg.com/profile_images/913436131408203777/U7iUwEec_normal.jpg,112,KingGreen0812,"Oakland Raiders, and Brooklyn Nets fan from Jersey",Fri Jun 14 01:13:27 +0000 2013,49.26650009999999,-2.0013001,1514939023,261,0,https://twitter.com/BrooklynNets/statuses/971803661608325120,brooklyngrit,,,,,,,,,,
BrooklynGrit,,-1567277056,Nets end road trip in Charlotte - NetsDaily https://t.co/wHGXfWEy2P #BrooklynGrit https://t.co/wav6U4MoQc,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0,http://dlvr.it/QKFdlB,,,,,,,,,,,
BrooklynGrit,,-719986688,Jeremy Lin: Brooklyn Nets Q &amp; A - https://t.co/QeDPgtuBpG https://t.co/zmqcy6ML45 #BrooklynGrit https://t.co/9uYwvnk3Ii,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0,http://Brooklynnets.com,,,,,,,,http://dlvr.it/QKFCh5,,,
BrooklynGrit,,1775624192,Have Nets OVER-achieved? - NetsDaily https://t.co/Jksyp1dxVF #BrooklynGrit https://t.co/NHT088YeFl,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0,http://dlvr.it/QKFCWr,,,,,,,,,,,
,,-1919602687,Two Power Forwards the Brooklyn Nets should pursue in free agency - Nothin' But Nets https://t.co/mNkik9Hmgg… https://t.co/LUStWJR2XF,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0.5,http://dlvr.it/QKDnGk,,,,,,,,https://twitter.com/i/web/status/971760482221633537,,,
,,-1516961792,Nets may be adjusting plans with Rondae Hollis-Jefferson | New ... - New York Post https://t.co/il8pGVMXg9… https://t.co/yj5fYgoqB7,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0,http://dlvr.it/QKCnFf,,,,,,,,https://twitter.com/i/web/status/971719457096663040,,,
BrooklynGrit,Brooklyn Nets News,1083453441,"RT @BNetsNews: Joe Tsai takes in Warrior game, talks with Kenny Atkinson, Jeremy Lin - NetsDaily https://t.co/Dx7BSCPjAm #BrooklynGrit http…",moiluu@facebook.com,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,61,Moiluu1,,Thu Dec 22 04:24:05 +0000 2016,,,-401297407,27,0,http://dlvr.it/QK8Ctc,,,,,,,,,,,
BrooklynGrit,,-1957347328,LA Clippers Escape Brooklyn Nets 123-120 to Continue Playoff Push - Lasentinel https://t.co/IWutChcToB #BrooklynGrit https://t.co/s28SXjoZmI,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0,http://dlvr.it/QKBXtm,,,,,,,,,,,
BrooklynGrit,,-141230080,"You know what they say... ONCE A NET, ALWAYS A NET! #BrooklynGrit https://t.co/O9yn4UTSuF",Rohit Kumar Sharma ✌,https://pbs.twimg.com/profile_images/931599353478705152/RQmhylAw_normal.jpg,115,roheat_,"Student @UWEngineering | Previously @CenturyLink, @TUNE, @Readyforce, @Microsoft, @NASA, NYC DOT | Fan @Mets, @BrooklynNets, @NYKnicks, @Giants",Mon May 02 02:11:52 +0000 2011,,,291463272,75,0.125,https://twitter.com/BR_NBA/status/971627763579830273,,,,,,,,,,,
BrooklynGrit,,-1030365184,New member of Nets' ownership group making his presence felt - New York Post https://t.co/4ifI0olqYy #BrooklynGrit https://t.co/13j6D10dY1,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0.375,http://dlvr.it/QK9kjT,,,,,,,,,,,
BrooklynGrit,Brooklyn Nets News,-1051336702,"RT @BNetsNews: Joe Tsai takes in Warrior game, talks with Kenny Atkinson, Jeremy Lin - NetsDaily https://t.co/Dx7BSCPjAm #BrooklynGrit http…",林家潁  🏀 🇹🇼,https://pbs.twimg.com/profile_images/857902495598747648/DeNt8Kgh_normal.jpg,448,jain0517,我就是很偏心的愛JEREMY LIN林書豪 ^_^ 只支持林書豪  唯一 #Formosa #Taiwanese #我是臺灣人 #臺灣我的國家  #美麗的寶島 #驕傲與有榮焉,Thu Feb 23 05:01:48 +0000 2012,24.1982565,120.6839483,500466247,12,0,http://dlvr.it/QK8Ctc,,,,,,,,,,,
BrooklynGrit,Brooklyn Nets News,-1571422208,"RT @BNetsNews: Joe Tsai takes in Warrior game, talks with Kenny Atkinson, Jeremy Lin - NetsDaily https://t.co/Dx7BSCPjAm #BrooklynGrit http…",Bill Mcintyre,https://pbs.twimg.com/profile_images/3040195359/1ca9fe71c42e2253b44b107daa267a91_normal.jpeg,681,thesuitedmonk88,"If serving is below you, then leadership is beyond you. - Unknown",Sun Dec 30 03:53:27 +0000 2012,,,1046750773,135,0,http://dlvr.it/QK8Ctc,,,,,,,,,,,
BrooklynGrit,Elite Sports NY,-937979903,"RT @EliteSportsNY: Stil ... freaking ... loading for D-Russ. #BrooklynGrit 
https://t.co/LRfb7E8KNx",Collin Loring,https://pbs.twimg.com/profile_images/968392754400317440/EUI1wn0A_normal.jpg,640,cologneloring,"Fan of @Panthers, @nyknicks, and Latina women. Staff writer at @EliteSportsNY.",Fri Dec 19 05:36:34 +0000 2014,39.3722059,-76.5294528,-1363377378,365,0,https://elitesportsny.com/2018/03/07/brooklyn-nets-dangelo-russells-three-point-shot-is-still-loading/,,,,,,,,,,,
BrooklynGrit,,1402392577,"Stil ... freaking ... loading for D-Russ. #BrooklynGrit 
https://t.co/LRfb7E8KNx",Elite Sports NY,https://pbs.twimg.com/profile_images/924485231909912581/pHUHLp3K_normal.jpg,6230,EliteSportsNY,Official Twitter Account of Elite Sports NY--Most Read NYC Regional Site in World. @RobbySabo #Yankees #Mets #Giants #Jets #Knicks #Nets #NYR #Isles #NJDevils,Fri Aug 20 14:48:47 +0000 2010,40.9175771,-73.70027209999999,180806291,4478,0,https://elitesportsny.com/2018/03/07/brooklyn-nets-dangelo-russells-three-point-shot-is-still-loading/,,,,,,,,,,,
BrooklynGrit,Brooklyn Nets News,1515569152,"RT @BNetsNews: Joe Tsai takes in Warrior game, talks with Kenny Atkinson, Jeremy Lin - NetsDaily https://t.co/Dx7BSCPjAm #BrooklynGrit http…",#linstronginca💪#NeverDone🏀,https://pbs.twimg.com/profile_images/947270530939240448/jnBy4Juu_normal.jpg,657,linspiredinca,@JLin7 will be known as 1 of the most important & influential bkball players ever. He'll be an icon for generations. His mark on the world will be indelible.,Thu Nov 18 05:29:49 +0000 2010,71.5388001,-66.885417,216962695,124,0,http://dlvr.it/QK8Ctc,,,,,,,,,,,
BrooklynGrit,Brooklyn Nets News,-1395269632,"RT @BNetsNews: Joe Tsai takes in Warrior game, talks with Kenny Atkinson, Jeremy Lin - NetsDaily https://t.co/Dx7BSCPjAm #BrooklynGrit http…",Jenny🏀,https://pbs.twimg.com/profile_images/881037855295848448/8zwSrrkO_normal.jpg,248,Jen2Jenny,"I tweet mostly 🏀Lin, Nets, Kawhi, & Spurs",Wed Mar 07 05:52:37 +0000 2012,,,517260412,293,0,http://dlvr.it/QK8Ctc,,,,,,,,,,,
BrooklynGrit,Brooklyn Nets News,1209503751,"RT @BNetsNews: Joe Tsai takes in Warrior game, talks with Kenny Atkinson, Jeremy Lin - NetsDaily https://t.co/Dx7BSCPjAm #BrooklynGrit http…",Jane 🌸 #NEVERAGAIN #DumpNRA,https://pbs.twimg.com/profile_images/944409217812791297/F699lnik_normal.jpg,1398,JaneNeverDone,University faculty. Cancer researcher. Christian. Jeremy Lin fan. Love beautiful pictures of nature. Proud Taiwanese American. UT-Austin Longhorn. #DumpTrump,Sat May 07 00:50:00 +0000 2016,71.5388001,-66.885417,286728192,1290,0,http://dlvr.it/QK8Ctc,,,,,,,,,,,
BrooklynGrit,,336932865,What we learned in the Warriors' win over the Nets - The Mercury News https://t.co/shzZYfTX4s #BrooklynGrit https://t.co/53S70JivBn,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0.75,http://dlvr.it/QK8MTP,,,,,,,,,,,
,,-1554698239,"Joe Tsai takes in Warrior game, talks with Kenny Atkinson, Jeremy Lin - NetsDaily https://t.co/Dx7BSCPjAm… https://t.co/7XI7c0sunJ",Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0,http://dlvr.it/QK8Ctc,,,,,,,,https://twitter.com/i/web/status/971514857701847041,,,
BrooklynGrit,,-283885568,D'Angelo Russell on Brooklyn: 'I want to build my legacy here' - NetsDaily https://t.co/h9UCRmQU9J #BrooklynGrit https://t.co/E00BF1GzC6,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,-0.625,http://dlvr.it/QK7WQZ,,,,,,,,,,,
NBA,,-1655308287,"🏀 #NBA🏀 Action de la nuit :
Oui oui c'est bien Draymond Green qui se fait scotcher 🤚🏻💥🏀 comme un enfant à la maison… https://t.co/8SeJiZVPPz",La Trib,https://pbs.twimg.com/profile_images/968523892401823745/LWCoOQpH_normal.jpg,37,LaTrib_Infos,"Toute les meilleures actions et perf' du sport US ! Les dernières news de la MLB, NBA, NHL et NFL",Tue Feb 27 14:50:16 +0000 2018,47.29582689999999,-1.4783261,798412800,58,0,https://twitter.com/i/web/status/971476052571717633,,,,,,,,,,,
BrooklynGrit,,1574359040,Brooklyn #BrooklynGrit vs Golden State #DubNation #NBA Final Score &amp; Winning Bet Recap Yesterday's Game -… https://t.co/eUM5Y2ilxI,LasVegasBetting,https://pbs.twimg.com/profile_images/786170904460025856/TZZ3XCVj_normal.jpg,26190,lasvegasbetting,North America's #1 destination for Vegas Sports Odds & Las Vegas Sports Betting Lines. Updated With Free Daily Picks and Previews!,Fri Mar 04 15:53:04 +0000 2011,,,260781332,21712,0,https://twitter.com/i/web/status/971393300371525632,DubNation,NBA,,,,,,,,,
,,51654656,Brooklyn Nets 101-114 Golden State Warriors: Three Takeaways - https://t.co/QeDPgtuBpG https://t.co/OawSnUDiZv… https://t.co/VCMsF3cgmW,Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,0,http://Brooklynnets.com,,,,,,,,http://dlvr.it/QK5F7J,,,https://twitter.com/i/web/status/971389527867535360
BrooklynGrit,Sean A. Malcolm,1712836608,RT @BySeanMalcolm: The @BrooklynNets are better than their record indicates. I don’t care. I don’t care. I don’t care. #BrooklynGrit #Kings…,Lorens Lugo,https://pbs.twimg.com/profile_images/478573432658231296/awszRMC0_normal.jpeg,106,lklugo,"Music, Soccer, Family & Food",Fri Dec 09 21:58:07 +0000 2011,,,432880036,179,0,,,,,,,,,,Brooklyn Nets,,
BrooklynGrit,Sean A. Malcolm,-262696960,RT @BySeanMalcolm: The @BrooklynNets are better than their record indicates. I don’t care. I don’t care. I don’t care. #BrooklynGrit #Kings…,Turtle,https://pbs.twimg.com/profile_images/860123340085891072/9ZxUAbPN_normal.jpg,393,Chris_Turtle21,St. John's Alum #WolfPack,Mon Apr 06 03:58:52 +0000 2009,,,29138890,418,0,,,,,,,,,,Brooklyn Nets,,
brooklyngrit,Roms Citoyen Lambda,1855377409,RT @RomainThel: France with the Nets !!!#brooklyngrit #BrooklynGrit https://t.co/dLiFLg8Aeu,Megan Keat,https://pbs.twimg.com/profile_images/971290660430073858/iY9ulxJd_normal.jpg,2,mickaelgarry,Pole Dancer/Fitness lover. Come on https://t.co/VNMguppWil,Thu Nov 06 20:48:03 +0000 2014,,,-1430509409,67,0,,BrooklynGrit,,,,,,,,,,
,,-1596530686,"Ahh... Moral Victories: Nets fight but fall in Golden State, 114-101 - NetsDaily https://t.co/OrDAGYVxfL… https://t.co/ud3IfNqFJ7",Brooklyn Nets News,https://pbs.twimg.com/profile_images/805379101175480320/PUffBP0i_normal.jpg,60,BNetsNews,The latest Brooklyn Nets news.,Sun Dec 04 11:50:13 +0000 2016,40.739446,-73.8333651,-2087235582,110,-0.125,http://dlvr.it/QK31Cy,,,,,,,,https://twitter.com/i/web/status/971290870820560898,,,
Warriors,Jeremy Lin,-1961369599,Jeremy @JLin7 comes to tonight's game vs. the #Warriors at Oracle Arena and cheers on his #Nets teammates~ 👓😍🤗👌🏀🙆🙌❤… https://t.co/ndA5h3FLAt,Joy Jeng,https://pbs.twimg.com/profile_images/757050395474599936/ehc_sD-F_normal.jpg,576,Loveforlife0323,"♡ Eat, Travel, Reading, Movie, Photography, NBA & JLin ♡
Univ. of Illinois (at Urbana-Champaign) graduate",Thu Jan 29 01:45:45 +0000 2015,25.2443731,121.7300824,-1294684329,257,0,https://twitter.com/i/web/status/971266341897494529,Nets,,,,,,,,,,
