hashtags/0,mentions/0,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/id,user/friends,sentient,urls/0,urls/1,user/location/lat,user/location/long,mentions/1,mentions/2,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,mentions/3,mentions/4,hashtags/6,hashtags/7,mentions/5,urls/2
,Spencer Percy,-782790654,RT @QCHspencer: Strong belief from @QCHBlog close to the team that Michael Carter-Williams will elect for surgery and be done for the seaso…,vie nulle,https://pbs.twimg.com/profile_images/938459552810520581/3VCK36nc_normal.jpg,548,ClovisFrancois,Rafiki Lapauw Pap's FCB et Milf FC Hornets La veine ++,Wed Sep 17 19:01:09 +0000 2014,-1521193705,523,0.125,,,50.661248,3.1263549,Queen City Hoops,,,,,,,,,,,,
,FOX Sports: Hornets,-1844015104,"RT @HornetsOnFSSE: ""Just knowing the game more than I did when I first got here. It's just being more comfortable.""

-@AhmadMonk on what he…",MURPH,https://pbs.twimg.com/profile_images/872182007811518465/zjy9XR_j_normal.jpg,116,murph246,,Mon Dec 31 22:04:56 +0000 2012,1051291759,125,0,,,,,Malik Monk,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,1721225217,"RT @hornets: Know Your Score for Quarter 1

@LendingTree x #BuzzCity https://t.co/kW2aW60aKh",F. A. TAYL✪R®,https://pbs.twimg.com/profile_images/970626171368083456/XOtdCvH7_normal.jpg,5502,NewAkyin,| Many People Doubt Him | But I Can Not Do Without Him | #Teacher | #Realist | #Gunner | I'm A Future Millionaire |,Sat Jul 23 16:49:30 +0000 2016,1507225601,51,0,,,,,LendingTree,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,2119688192,"RT @hornets: Malik Monk is tonight's @Sprite Player of the Game with a strong performance off the bench.

#BuzzCity https://t.co/hlbAJjrLSX",luc behaxeteguy,https://pbs.twimg.com/profile_images/965601066422325248/PQ7ZlV3__normal.jpg,252,baskredskins,"Fans des Redskins 🏈, du Magic🏀, des Nats⚾, des canadiens 🏒, des girondins⚽, de l'aviron Bayonnais 🏉. membre du #RedskinsTweetTeam.",Sat Aug 18 08:49:58 +0000 2012,765355350,628,0.5,,,44.73709909999999,-0.804617,Sprite,,,,,,,,,,,,
NBA,,1377275905,"La Decepción: Charlotte Hornets

Siguen sin GM y están en tierra de nadie, lo peor que te puede pasar en la #NBA So… https://t.co/9sr2TG4Ns2",The Wing,https://pbs.twimg.com/profile_images/877655575588372480/mIG6OL-q_normal.jpg,2168,TheWingNBA,El mejor baloncesto del mundo en español. Siempre vamos un paso más allá.,Mon Jun 05 14:43:54 +0000 2017,970379264,341,-0.25,https://twitter.com/i/web/status/972011582191538177,,33.6440611,-117.8724349,,,,,,,,,,,,,
NBA,On The Clutch,1846816768,"RT @ontheclutch: #NBA Resultados

#BuzzCity 111-125 #WeGoHard 
#HeatCulture 108-99 #HereTheyCome 
#AllEyesNorth 109-117 #Celtics
#ThunderUp…",Lalo Libertador,https://pbs.twimg.com/profile_images/966747042461765632/LUtweGyW_normal.jpg,1401,eorob41,"Escribo en @GurusDeportivos | Sports Guy, Riquelmista | If you have a passion go all in, don't care about the whispers | #NFL #NBA #EPL",Fri Jul 24 21:07:41 +0000 2009,59888497,2672,0,,,,,,,BuzzCity,WeGoHard,HeatCulture,HereTheyCome,AllEyesNorth,,,Celtics,ThunderUp,,
,FOX Sports: Hornets,-1718300672,"RT @HornetsOnFSSE: ""Just knowing the game more than I did when I first got here. It's just being more comfortable.""

-@AhmadMonk on what he…",UK Basketball (22-10),https://pbs.twimg.com/profile_images/791044813462335488/zhXEBiwP_normal.jpg,1343,BBNation15,Join us on our hatred of every team Kentucky versus. Along with UK updates & info. #BBN #GoCats #LsDown *Not affiliated with the NCAA* 👉 @BbnPolls 👈,Sun Apr 26 06:48:21 +0000 2015,-1087247659,131,0,,,,,Malik Monk,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-1139474431,"RT @hornets: Malik Monk is tonight's @Sprite Player of the Game with a strong performance off the bench.

#BuzzCity https://t.co/hlbAJjrLSX",UK Basketball (22-10),https://pbs.twimg.com/profile_images/791044813462335488/zhXEBiwP_normal.jpg,1343,BBNation15,Join us on our hatred of every team Kentucky versus. Along with UK updates & info. #BBN #GoCats #LsDown *Not affiliated with the NCAA* 👉 @BbnPolls 👈,Sun Apr 26 06:48:21 +0000 2015,-1087247659,131,0.5,,,,,Sprite,,,,,,,,,,,,
BuzzCity,Caleb🏀,1590968321,RT @xCalebJonesx: No effort tonight on defense.👎 You guys don't want to make the playoffs anymore?😒 @hornets #BuzzCity,Jamie Ward,https://pbs.twimg.com/profile_images/971501340848476163/CMCAm5EY_normal.jpg,31,r_i_a_1,Pole Dancer // Cats lover. Come to me https://t.co/OKhyGoTfDm,Wed Feb 24 09:46:48 +0000 2016,-1189699583,153,-0.625,,,,,Charlotte Hornets,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-208388096,RT @hornets: POSTGAME BUZZ: Everything you need to know about tonight's game vs. the Nets. #BuzzCity https://t.co/wuLDt7Psi2,TheExtremeguy,https://pbs.twimg.com/profile_images/890329237416050688/RCbgpMWH_normal.jpg,470,Deadpoolteam12,#EJBrandy #PokemonGo Ghettogaggers WWE #TeamVailor  Love all #marvel movies and huge fan of TauraSlade xx,Wed Sep 21 18:53:06 +0000 2016,609574913,1733,-0.125,,,33.463984,-111.8772261,,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-1105920000,"RT @hornets: Check out the TEAM STATS from tonight's game vs Brooklyn.

#BuzzCity https://t.co/r0IPyoypiW",四月一日,https://pbs.twimg.com/profile_images/378800000746489309/73ded58148512776acb510e2c9f11472_normal.jpeg,35,pubres,人間万事塞翁が馬。日記代わりのRTです,Mon Nov 22 06:54:00 +0000 2010,218395398,168,0,,,,,,,,,,,,,,,,,
NBA,,877936646,"#NBA Resultados

#BuzzCity 111-125 #WeGoHard 
#HeatCulture 108-99 #HereTheyCome 
#AllEyesNorth 109-117 #Celtics… https://t.co/23cnf1sR7s",On The Clutch,https://pbs.twimg.com/profile_images/963117973815803904/G37cJ4Ea_normal.jpg,41,ontheclutch,"Próximamente sitio web con información original y de actualidad en el mundo deportivo. ⚽️🏀🏈⚾️🎾🏆
Facebook: On The Clutch
https://t.co/gFMb2scFQS",Mon Feb 12 17:54:14 +0000 2018,282546176,290,0,https://twitter.com/i/web/status/971995316651048966,,32.7186534,-86.5887,,,BuzzCity,WeGoHard,HeatCulture,HereTheyCome,AllEyesNorth,,,Celtics,,,
,,1666502656,"Thurs NBA gambling winners &amp; losers: Steph Curry goes down, Jaylen Brown goes down harder, Allen Crabbe goes off, &amp;… https://t.co/sY9Jc8T23E",taylormarten7a,https://pbs.twimg.com/profile_images/938075076355936256/CcgQacjG_normal.jpg,35,taylormarten7A,Gambling ... it's more fun than attending 99.9% of games. Losing is the price of admission.,Thu Oct 05 22:01:23 +0000 2017,-1877549056,72,-0.125,https://twitter.com/i/web/status/971994316712235008,,,,,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,1448398848,"RT @hornets: WATCH: @AhmadMonk finished with 13 points, 5 assists and 3 rebounds in tonight's game vs. the Nets. #BuzzCity https://t.co/LkC…",TRUST THE PROCESS,https://pbs.twimg.com/profile_images/971954925637861382/czFxu6Rg_normal.jpg,2832,Who_isbob,"Eylau,TX #uca19 TEXARKANA903.",Fri Jul 16 22:43:01 +0000 2010,167565082,1929,0.75,,,,,Malik Monk,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-879415294,"RT @hornets: WATCH: @AhmadMonk finished with 13 points, 5 assists and 3 rebounds in tonight's game vs. the Nets. #BuzzCity https://t.co/LkC…",Deandre Scott,https://pbs.twimg.com/profile_images/951011449035481088/e4lAsu-m_normal.jpg,884,DeandreScott7,| Ig: D_scott3 | Snapchat (D.scott3),Sat Dec 03 18:55:15 +0000 2011,427606639,816,0.75,,,33.2315084,-96.8897367,Malik Monk,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-938135552,"RT @hornets: WATCH: @AhmadMonk finished with 13 points, 5 assists and 3 rebounds in tonight's game vs. the Nets. #BuzzCity https://t.co/LkC…",Marc.,https://pbs.twimg.com/profile_images/859400822341464065/CPIsM7uJ_normal.jpg,919,Stoned_Living,sc: Marc_2393,Sun Aug 16 14:51:26 +0000 2009,66126459,102,0.75,,,,,Malik Monk,,,,,,,,,,,,
NBA,,1813311488,"#NBA 🏀

(Resultados Finales):

#BrooklynNets | #WeGoHard 125 🆚 111 #BuzzCity |  #CharlotteHornets.… https://t.co/eRKta6BxRm",Ricardo Esteban,https://pbs.twimg.com/profile_images/959262787175436288/NatLi1c-_normal.jpg,300,restebanrf1993,"Amante de los Deportes, de la Astronomía, del Cine, de la Música y de los Libros.",Thu Jan 10 23:27:26 +0000 2013,1077992828,1049,0,https://twitter.com/i/web/status/971991520835334144,,32.7186534,-86.5887,,,BrooklynNets,WeGoHard,BuzzCity,CharlotteHornets,,,,,,,
TTFL,TTFLWolvesFR,1897213952,"Notre nuit #TTFL @TTFLWolves
3 Westbrook #ThunderUp 53pts
1 Howard #BuzzCity 38pts
1 Booker #SunsAt50 38pts
1 Georg… https://t.co/FJ4qvKtBt1",#TTFL➡️skillz44,https://pbs.twimg.com/profile_images/2546223788/piggjoa5si5p9u5fl7cn_normal.jpeg,327,Skillz4429,"#TeamIDE💉  #EHPAD💊 
#TTFL🏀 skillz44  Team @TTFLWolves🐺
#TeamTrek🚴‍♂️⚫️🔴",Thu Oct 13 21:11:16 +0000 2011,390355445,815,0,https://twitter.com/i/web/status/971991503739367424,,48.21580100000001,-3.999853,,,ThunderUp,BuzzCity,SunsAt50,,,,,,,,
NBA,Willy Hernangómez,-1873481727,"#NBA #ÑBA🇪🇸
¡WILLY, POCOS MINUTOS Y DERROTA!
2:38 de juego para @willyhg94 con 4puntos en la derrota (5ª consecutiv… https://t.co/QzBbGd7Y4Z",Jorge23,https://pbs.twimg.com/profile_images/951063750714503169/YOZ9R3mU_normal.jpg,1081,Delapuentejor,"Miler Vintage Running Club. Pongamos de moda la FELICIDAD. La HISTORIA la escribimos nosotros. Tres pasiones: FAMILIA, DEPORTE Y MILER_VRC",Mon May 28 21:20:39 +0000 2012,593073356,4554,0,https://twitter.com/i/web/status/971990108399267841,,42.6218782,-6.4105821,,,ÑBA,,,,,,,,,,
BKNvsCHA,,630562816,"#BKNvsCHA 

Allen Crabbe: 29 points, 8 rebounds 
Rondae Hollis Jefferson: 18 points, 12 rebounds 
Caris LeVert: 22… https://t.co/KIONVmWUNC",Joshie A. Lopez,https://pbs.twimg.com/profile_images/961179360110759936/RQHau_-J_normal.jpg,2302,NotoriousJoshie,"Free-Agent Radio Host/Producer from Chi-Town. Love Chicago Sports. Wrestling Stenographer @PWTranscripts, Host #JLWPodcast Apple Podcast #StudentOfTheGame #PMA",Wed Jul 20 15:59:10 +0000 2011,339102331,4002,0,https://twitter.com/i/web/status/971988083678748672,,42.023131,-87.52366099999999,,,,,,,,,,,,,
Hornets,,-896258046,"Player Averages
SG: Nicolas Batum
Average Fantasy Points: 27.82
Cost Per Point:  $262
Players Team: #Hornets… https://t.co/Vp2W0guiRg",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,135015396,1447,0,https://twitter.com/i/web/status/971985286128218114,,28.6143519,-81.22977,,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-1886003200,"RT @hornets: WATCH: @AhmadMonk finished with 13 points, 5 assists and 3 rebounds in tonight's game vs. the Nets. #BuzzCity https://t.co/LkC…",AUTO,https://pbs.twimg.com/profile_images/966496783735115777/czCy37r6_normal.jpg,741,HotFlow_ME,"#M.E=Music is Everything, #hiphopartist, I'm all about music and money.. For booking Hotflow271158@gmail.com. So we can talk business..",Sat Apr 04 14:46:58 +0000 2009,28804604,734,0.75,,,33.0237921,-96.4637379,Malik Monk,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,257179648,"RT @hornets: Malik Monk is tonight's @Sprite Player of the Game with a strong performance off the bench.

#BuzzCity https://t.co/hlbAJjrLSX",Amoga,https://pbs.twimg.com/profile_images/958215422255525888/jFbRsPyZ_normal.jpg,8879,Ali_bball23,my dream is to be an @NBA player that's it Insha Allah 🏀,Thu Jan 12 20:33:05 +0000 2017,106307587,334,0.5,,,36.7021344,-76.19652930000001,Sprite,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-1907032063,RT @hornets: POSTGAME BUZZ: Everything you need to know about tonight's game vs. the Nets. #BuzzCity https://t.co/wuLDt7Psi2,Alexis Littlefoot,https://pbs.twimg.com/profile_images/967962637576364033/gK0sMHtW_normal.jpg,3264,YungLittlefoot,Stylish meets Street. Girl from Kentucky. Wrestlebae. & Professional Sneaker Pusher. 🎰,Mon Mar 23 01:07:28 +0000 2009,25922356,777,-0.125,,,38.211404,-84.282715,,,,,,,,,,,,,
,,437596161,Charlotte Hornets made a bobblehead of ex-Panther Steve Smith. He thinks it's handsome. - Charlotte Observer… https://t.co/PFoO8hSsy8,Charlotte Hornets,https://pbs.twimg.com/profile_images/806150438693339136/LRd1FWIc_normal.jpg,49,CHornetsNews,The latest Charlotte Hornets news.,Tue Dec 06 14:51:54 +0000 2016,278298624,6,0.25,https://twitter.com/i/web/status/971977655305187329,,35.39313300000001,-80.670104,,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-485150720,"MS | @Hornets 111 - 125 Nets

İstatistikler 📊 #BuzzCity

Kemba ➡️ 26 sayı, 6 asist, 2 top çalma
Howard ➡️ 19 sayı,… https://t.co/5rRjpAjNHt",Charlotte Hornets Türkiye,https://pbs.twimg.com/profile_images/954451546800054273/-7ko_1hH_normal.jpg,237,Hornets_Turkey,Representing #BuzzCity from Turkey! 🇹🇷,Mon Jan 01 14:14:55 +0000 2018,-1571385344,100,0,https://twitter.com/i/web/status/971976997252444160,,,,,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-946540544,"RT @hornets: WATCH: @AhmadMonk finished with 13 points, 5 assists and 3 rebounds in tonight's game vs. the Nets. #BuzzCity https://t.co/LkC…",TopShelf👑🙏🏽,https://pbs.twimg.com/profile_images/963245784954228739/XCuZEm8w_normal.jpg,680,JusTwoFive,Serenity 🕯🥀🥃👑🏳️‍🌈,Fri Aug 15 06:28:38 +0000 2014,-1561101081,674,0.75,,,,,Malik Monk,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-1634385919,"RT @hornets: 🗣 GAMEDAY

#BuzzCity https://t.co/pWcMbk7h7X",JamesShooter23,https://pbs.twimg.com/profile_images/971292688724176897/bVZAZHCP_normal.jpg,24,JamesShooter23,I play basketball practice and i go in matchs and i have 23 as my username with 23 is becuase my number is 23.,Wed Mar 07 07:45:50 +0000 2018,1461153795,120,0,,,,,,,,,,,,,,,,,
buzzcity,Brooklyn Nets,1821691904,"@BrooklynNets 125, @Hornets 111 (Final) :  It looks like #buzzcity is starting its off season vacation a little bit… https://t.co/LNBkpFiVe3",Shawn Smith,https://pbs.twimg.com/profile_images/1491925781/pantherz_normal.jpg,666,Pantherzfan4lif,"Very small cog for very, very big companies",Sat Aug 15 10:37:29 +0000 2009,65874320,1791,-0.375,https://twitter.com/i/web/status/971968723157307392,,35.39313300000001,-80.670104,Charlotte Hornets,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,1683349505,"RT @hornets: Know Your Score for Quarter 1

@LendingTree x #BuzzCity https://t.co/kW2aW60aKh",JamesShooter23,https://pbs.twimg.com/profile_images/971292688724176897/bVZAZHCP_normal.jpg,24,JamesShooter23,I play basketball practice and i go in matchs and i have 23 as my username with 23 is becuase my number is 23.,Wed Mar 07 07:45:50 +0000 2018,1461153795,120,0,,,,,LendingTree,,,,,,,,,,,,
BuzzCity,,664125440,POSTGAME BUZZ: Everything you need to know about tonight's game vs. the Nets. #BuzzCity https://t.co/wuLDt7Psi2,Charlotte Hornets,https://pbs.twimg.com/profile_images/971489852729581568/vXFiF-7j_normal.jpg,872797,hornets,The Official Twitter of the NBA's Charlotte Hornets,Thu Feb 19 15:39:05 +0000 2009,21308488,1201,-0.125,,,35.39313300000001,-80.670104,,,,,,,,,,,,,
buzzcity,Charlotte Hornets,-975884287,"I had a great time at the game @hornets , even though we took an “L” #buzzcity",QB Barber,https://pbs.twimg.com/profile_images/893107864943734785/MB2wCsuf_normal.jpg,327,QBlovely,Blessed!,Sun Aug 07 01:16:43 +0000 2011,349985465,1016,0.375,,,35.39313300000001,-80.670104,,,,,,,,,,,,,
,(((Mike Reader))),2002059264,RT @mreader: Where are the stars of 2015 NCAA title game? Jahlil Okafor and Frank Kaminsky are not where you might have expected. ... From…,Charlotte Observer,https://pbs.twimg.com/profile_images/771081413030453249/keFMxmLB_normal.jpg,233904,theobserver,Updates from staffers at The Charlotte Observer.,Wed Sep 05 22:01:17 +0000 2007,8695932,689,-0.875,,,35.39313300000001,-80.670104,,,,,,,,,,,,,
,,-2104164349,Where are the stars of 2015 NCAA title game? Jahlil Okafor and Frank Kaminsky are not where you might have expected… https://t.co/BgYSNAPCKt,(((Mike Reader))),https://pbs.twimg.com/profile_images/807482014672814081/aVn1xwAr_normal.jpg,1793,mreader,Charlotte Observer Sports producer. Retweet ≠ endorsement; #IBlockTrolls,Wed Nov 28 18:54:00 +0000 2007,10682742,2644,-0.875,https://twitter.com/i/web/status/971966296869896195,,35.39313300000001,-80.670104,,,,,,,,,,,,,
,Wilson,-1021976575,@WilsonsWorld @spectrumcenter @HornetsPR @89SteveSmith @SteveSmithFDN @thehoneybees Haven’t made it to a game yet t… https://t.co/mYBmwlJqjz,noah,https://pbs.twimg.com/profile_images/968321957899964418/egtHgmIA_normal.jpg,362,freshnoah,dont waste your life. Christ follower x uncc geology grad x regional manager.,Tue Feb 22 18:22:08 +0000 2011,256125620,387,-0.375,https://twitter.com/i/web/status/971966160513130497,,35.39313300000001,-80.670104,Spectrum Center,Charlotte Hornets PR,,,,,,Steve Smith Sr,SteveSmithFDN,,,The Honey Bees,
NBA,Minuto 7,1305817089,"RT @MinutoSiete_: #NBA Resultados de hoy:

#WeGoHard 125 (Crabbe 29p)
#BuzzCity 114

#HereTheyCome 99
#HeatCulture 108 (Whiteside 26p)

#Su…",🇦🇷Stam Stark🇨🇴,https://pbs.twimg.com/profile_images/971865317373816832/k_FJD6fy_normal.jpg,544,AldBallestas21,pasión por el deporte ⚽️🎾🏀🏒⚾️🏈🚴🏎️🏍️🏉  radio📻 locución🎙 música🎧  lectura📚📖 Historia 🗺 y los idiomas🌎🌍🌏,Mon Jul 18 00:47:04 +0000 2011,337422608,836,0,,,6.373637,-75.4734099,,,WeGoHard,BuzzCity,HereTheyCome,HeatCulture,,,,,,,
NBA,,-552275968,"#NBA Resultados de hoy:

#WeGoHard 125 (Crabbe 29p)
#BuzzCity 114

#HereTheyCome 99
#HeatCulture 108 (Whiteside 26p… https://t.co/NPs7Rv8Uo0",Minuto 7,https://pbs.twimg.com/profile_images/957692580392783874/usvNRbTr_normal.jpg,13508,MinutoSiete_,"Información pura para que formes tu opinión. Deportes, música, efemérides, info en gral. Si querés formar parte escribinos al DM.",Mon Jun 06 18:31:10 +0000 2016,731316224,397,0,https://twitter.com/i/web/status/971963691376635904,,-34.5265464,-58.33514470000001,,,WeGoHard,BuzzCity,HereTheyCome,HeatCulture,,,,,,,
,FOX Sports: Hornets,-1621807102,"RT @HornetsOnFSSE: ""Just knowing the game more than I did when I first got here. It's just being more comfortable.""

-@AhmadMonk on what he…",Jacob,https://pbs.twimg.com/profile_images/966410210297434113/eyM8TIJD_normal.jpg,448,jwhobrey13,Alexis ❤️,Tue Aug 14 01:01:07 +0000 2012,756162272,729,0,,,37.5239469,-86.2406859,Malik Monk,,,,,,,,,,,,
BKNvsCHA,,412467200,Dwight Howard passed Shawn Marion for 79th all-time in points. #BKNvsCHA #BuzzCity,Ben Fish,https://pbs.twimg.com/profile_images/920214185874677760/MhmWXxwS_normal.jpg,79,NBALadder,"NFL and NBA stats (while in-season), plus sporadic tweets about whatever 45 just said/did.",Thu Nov 06 16:51:29 +0000 2014,-1430921959,51,0.25,,,39.723037,-74.9862819,,,BuzzCity,,,,,,,,,,
BuzzCity,Charlotte Hornets,-1764429824,"RT @hornets: Malik Monk is tonight's @Sprite Player of the Game with a strong performance off the bench.

#BuzzCity https://t.co/hlbAJjrLSX",Jacob,https://pbs.twimg.com/profile_images/966410210297434113/eyM8TIJD_normal.jpg,448,jwhobrey13,Alexis ❤️,Tue Aug 14 01:01:07 +0000 2012,756162272,729,0.5,,,37.5239469,-86.2406859,Sprite,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,1440038912,"RT @hornets: WATCH: @AhmadMonk finished with 13 points, 5 assists and 3 rebounds in tonight's game vs. the Nets. #BuzzCity https://t.co/LkC…",Jacob,https://pbs.twimg.com/profile_images/966410210297434113/eyM8TIJD_normal.jpg,448,jwhobrey13,Alexis ❤️,Tue Aug 14 01:01:07 +0000 2012,756162272,729,0.75,,,37.5239469,-86.2406859,Malik Monk,,,,,,,,,,,,
Hornets,,1838428161,"Player Averages
C: Dwight Howard
Average Fantasy Points: 36.6
Cost Per Point:  $229
Players Team: #Hornets… https://t.co/5oNLfTOejx",🌟🌟 FantasymAgic 🌟🌟,https://pbs.twimg.com/profile_images/944940481594691589/u5_TRP2V_normal.jpg,2371,jamesabaileyjr,"Dedicated Magic Fan & DFS Grinder
My Passion is to Motivate because You are Successful You are Amazing & You are Focused Now go show the world #YouCanDoIt 👊",Tue Apr 20 03:09:19 +0000 2010,135015396,1447,0,https://twitter.com/i/web/status/971962637205385217,,28.6143519,-81.22977,,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,701775873,"RT @hornets: Malik Monk is tonight's @Sprite Player of the Game with a strong performance off the bench.

#BuzzCity https://t.co/hlbAJjrLSX",Brandon Carmon,https://pbs.twimg.com/profile_images/971574682142076929/C3Kc0EoA_normal.jpg,181,Brandon48Carmon,Born in Kentucky #BBN  Also dad of Brantley&Bryson,Mon Jun 22 01:19:38 +0000 2015,-954643458,1966,0.5,,,71.5388001,-66.885417,Sprite,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,2144653313,"RT @hornets: WATCH: @AhmadMonk finished with 13 points, 5 assists and 3 rebounds in tonight's game vs. the Nets. #BuzzCity https://t.co/LkC…",Ryan Bachman,https://pbs.twimg.com/profile_images/875759381329182721/s2mtp_S__normal.jpg,445,RyanBachman21,,Sun Oct 28 00:11:47 +0000 2012,909178148,327,0.75,,,36.4376958,-94.151533,Malik Monk,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,89456640,"RT @hornets: Malik Monk is tonight's @Sprite Player of the Game with a strong performance off the bench.

#BuzzCity https://t.co/hlbAJjrLSX",Clara Bennett,https://pbs.twimg.com/profile_images/937772293354377217/Knj3gyT2_normal.jpg,289,ItsClaraB,"Why hate me when I make it so easy to love me? ✨ Never catching feelings, only catching flights! ✈️ Instagram: ItsClaraB Snapchat : ItsClaraB",Fri Jul 10 16:20:32 +0000 2009,55601669,289,0.5,,,36.5881568,-75.400119,Sprite,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,-753410048,"RT @hornets: WATCH: @AhmadMonk finished with 13 points, 5 assists and 3 rebounds in tonight's game vs. the Nets. #BuzzCity https://t.co/LkC…",Mr. Kendricks,https://pbs.twimg.com/profile_images/922119182996602880/9oAxjGPt_normal.jpg,1181,DLoveIsMe,Staying sucka Free...,Wed Oct 27 15:43:18 +0000 2010,208605661,1358,0.75,,,,,Malik Monk,,,,,,,,,,,,
NBA,Brooklyn Nets,-1504428031,#NBA 🏀 Los @BrooklynNets  #WeGoHard vencieron a los @hornets  #BuzzCity  125-111. A. Crabbe 29pts 8reb C. LeVert 22… https://t.co/yvY4Bq2JHK,Alexis Bullen,https://pbs.twimg.com/profile_images/970736737956675584/JCYuXV9Y_normal.jpg,213,alexis_bullen,"Fan @Lakers, Bulls, Bears, Yankees. Quizás no tenga todas las cosas materiales que quisiera tener, pero tengo el mejor de los tesoros: Mi familia y mis amigos.",Sat Aug 20 22:35:38 +0000 2011,359033882,247,0,https://twitter.com/i/web/status/971958764096995329,,,,Charlotte Hornets,,WeGoHard,BuzzCity,,,,,,,,,
BuzzCity,,974565376,"Hey there, #BuzzCity 👋 

((Tried to tweet this 2 hours ago but had no service)) https://t.co/ZYYBQ380t2",Sarah Blake Morgan,https://pbs.twimg.com/profile_images/951589361061154816/o0iQZtKM_normal.jpg,4305,SarahBlakeWBTV,Special Projects Storyteller. Creator of #MMJane. Mrs. @NickOchsnerWBTV. Aspiring Arabic Speaker. Fan of Murrow the Dog & Compassion. Happiest when abroad.,Thu Aug 09 15:41:38 +0000 2012,747441085,2673,-0.5,,,35.39313300000001,-80.670104,,,,,,,,,,,,,
,Kemba walker,827842560,"Coach Clifford, @KembaWalker​ and @CodyZeller​ spoke after Thursday's 125-111 loss to the @BrooklynNets​ about the… https://t.co/BbsakGx9xs",Charlotte Hornets,https://pbs.twimg.com/profile_images/971489852729581568/vXFiF-7j_normal.jpg,872797,hornets,The Official Twitter of the NBA's Charlotte Hornets,Thu Feb 19 15:39:05 +0000 2009,21308488,1201,0,https://twitter.com/i/web/status/971956752089604096,,35.39313300000001,-80.670104,Cody Zeller,Brooklyn Nets,,,,,,,,,,,
BuzzCity,Charlotte Hornets,1989472256,"RT @hornets: Midway through Q1.... Nets with a 21-20 lead

@DwightHoward 9p/1r
@nicolas88batum 4p/2r/1a
@MKG14 2p/1r/1a

#BuzzCity",Kena,https://pbs.twimg.com/profile_images/850644311603589120/4uBXhr39_normal.jpg,16428,kenander180,,Mon Nov 07 22:02:59 +0000 2016,1515601920,3536,0,,,42.327132,-80.5182,Dwight Howard,Nicolas Batum,,,,,,Mike Kidd-Gilchrist,,,,,
BuzzCity,Charlotte Hornets,341127168,"RT @hornets: Check out the TEAM STATS from tonight's game vs Brooklyn.

#BuzzCity https://t.co/r0IPyoypiW",Ethan Dahlberg,https://pbs.twimg.com/profile_images/902060780408807424/KXFRyMlD_normal.jpg,101,ethandahlberga1,Nba/WNba/Music/Movies/Tv/Video Games,Thu Oct 23 02:37:37 +0000 2014,-1453301033,549,0,,,,,,,,,,,,,,,,,
BuzzCity,Charlotte Hornets,1092014080,"RT @hornets: Know Your Score for Quarter 1

@LendingTree x #BuzzCity https://t.co/kW2aW60aKh",EVER,https://pbs.twimg.com/profile_images/971960183537709061/IQqGPrVY_normal.jpg,172,EVER_CAR21,Música Deportes Entretenimiento Television Diversión,Wed Oct 04 19:38:38 +0000 2017,-942239744,262,0,,,,,LendingTree,,,,,,,,,,,,
BuzzCity,CharlotteVibe,-430448640,"RT @charlottevibe: Video: Brooklyn Nets vs Charlotte Hornets recap. Yes, we are likely not making the playoffs. #BuzzCity  https://t.co/Xbo…",Ed💙CAFFREY #RepealCitizensUnited #BasicIncome T🌼,https://pbs.twimg.com/profile_images/972046675576545285/11YChX_m_normal.jpg,8234,CaffreyEj,LEARN▼INFORM▼& INTERACT WITH #P2 #TheRESISTance #NetNeutrality #RestoreTheVRA #FairnessDoctrine 🐝aWORKinProgressIVISM #BrooklynNets https://t.co/EOv5Xzt6kZ,Sun Dec 25 05:28:15 +0000 2011,445996563,8547,-0.125,,,39.2866519,-76.5718868,,,,,,,,,,,,,
