urls/0,hashtags/0,hashtags/1,mentions/0,mentions/1,mentions/2,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/location/lat,user/location/long,user/id,user/friends,sentient,hashtags/2,urls/1,urls/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,mentions/3,mentions/4,mentions/5,hashtags/8,hashtags/9,hashtags/10
,TrueToAtlanta,,Atlanta Hawks,,,76939264,"RT @ATLHawks: 🗣️ GET OUT 

#TrueToAtlanta https://t.co/GraX395B7z",Kenny,https://pbs.twimg.com/profile_images/855453663187357696/8LQORctz_normal.jpg,32,kenn7y,Hawks4life,Wed Apr 19 17:26:40 +0000 2017,56.45032089999999,26.8355914,1419214848,362,0,,,,,,,,,,,,,,
https://twitter.com/i/web/status/971257035739320320,,,,,,-925413376,Couple Who Met at Hawks' 'Swipe Right Night' Get Married On Philips Arena Court - Sports Illustrated… https://t.co/x9PgGEvu4w,Atlanta Hawks,https://pbs.twimg.com/profile_images/806146114248380416/1HELCnkp_normal.jpg,37,AHawksNews,The latest Atlanta Hawks news.,Tue Dec 06 14:38:30 +0000 2016,33.8876179,-84.289389,1930915845,10,0,,,,,,,,,,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,Atlanta Hawks,Phil,-1399418878,"RT @ATLHawks_Talk: #ATLSportsHQ @ATLHawks Postgame Video Recap

By: @_ATLPhil

#TrueToAtlanta

Be sure to trust @ATLHawks_Talk for full Haw…",AsToldByCharity,https://pbs.twimg.com/profile_images/965385345331286022/-xIv84LL_normal.jpg,123,Charity10__,New Twitter 🙄,Wed Jan 03 07:55:41 +0000 2018,34.4999789,-85.3293231,647421952,128,0.13799999999999996,,,,,,,,,Atlanta Hawks Talk,,,,,
,ATLSportsHQ,TrueToAtlanta,ATL Sports HQ,Atlanta Hawks,Phil,-283725822,"RT @ATLSportsHQ: #ATLSportsHQ @ATLHawks Postgame Video Recap

By: @_ATLPhil

#TrueToAtlanta

Be sure to trust @ATLHawks_Talk for full Hawks…",AsToldByCharity,https://pbs.twimg.com/profile_images/965385345331286022/-xIv84LL_normal.jpg,123,Charity10__,New Twitter 🙄,Wed Jan 03 07:55:41 +0000 2018,34.4999789,-85.3293231,647421952,128,0.13799999999999996,,,,,,,,,Atlanta Hawks Talk,,,,,
,ATLSportsHQ,TrueToAtlanta,Phil,Atlanta Hawks,Phil,1540874241,"RT @_ATLPhil: #ATLSportsHQ @ATLHawks Postgame Video Recap

By: @_ATLPhil

#TrueToAtlanta

Be sure to trust @ATLHawks_Talk for full Hawks co…",AsToldByCharity,https://pbs.twimg.com/profile_images/965385345331286022/-xIv84LL_normal.jpg,123,Charity10__,New Twitter 🙄,Wed Jan 03 07:55:41 +0000 2018,34.4999789,-85.3293231,647421952,128,0.13799999999999996,,,,,,,,,Atlanta Hawks Talk,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,,,1964498944,"RT @ATLHawks_Talk: Your #ATLSportsHQ Postgame Video Recap. 

Hawks fall 106-90 #TrueToAtlanta https://t.co/mWUS0mdiX9",AsToldByCharity,https://pbs.twimg.com/profile_images/965385345331286022/-xIv84LL_normal.jpg,123,Charity10__,New Twitter 🙄,Wed Jan 03 07:55:41 +0000 2018,34.4999789,-85.3293231,647421952,128,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,,,-438865919,"RT @ATLHawks: 🗣️ GET OUT 

#TrueToAtlanta https://t.co/GraX395B7z",Michael Swain Jr,https://pbs.twimg.com/profile_images/972259410922885121/BppvsPO9_normal.jpg,264,michael_swain_2,"(17 Years Old 😎)
(Rise Up 🏈)
(True To Atlanta 🏀)
(Fear The Chop ⚾)
(Dawg Nation 🐶🏈🏀⚾)
(#24Ever 🏁)
(Gamer 🙌🎮)
(Christian🙏)",Sat Apr 25 21:39:58 +0000 2015,,,-1087507669,662,0,,,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,,,2111295488,"RT @HawksOnFSSE: BAZ3 

#TrueToAtlanta https://t.co/MxixExv6Z8",Michael Swain Jr,https://pbs.twimg.com/profile_images/972259410922885121/BppvsPO9_normal.jpg,264,michael_swain_2,"(17 Years Old 😎)
(Rise Up 🏈)
(True To Atlanta 🏀)
(Fear The Chop ⚾)
(Dawg Nation 🐶🏈🏀⚾)
(#24Ever 🏁)
(Gamer 🙌🎮)
(Christian🙏)",Sat Apr 25 21:39:58 +0000 2015,,,-1087507669,662,0,,,,,,,,,,,,,,
,ATLSportsHQLive,TrueToAtlanta,Phil,ATL Sports HQ,,2107068417,"RT @_ATLPhil: Updated with fixed links! #ATLSportsHQLive! Ep. 3

#TrueToAtlanta #ATLSportsHQ #ChopOn #UniteAndConquer

@ATLSportsHQ 

https…",Indie,https://pbs.twimg.com/profile_images/968354000121810946/RGlKKyRV_normal.jpg,475,_indiegalore_,“There’s three parts of happiness. Something to do. Someone to love. Something to look forward to “,Thu Mar 01 01:57:05 +0000 2012,,,509578296,389,0,ATLSportsHQ,,,ChopOn,UniteAndConquer,,,,,,,,,
,ATLSportsHQLive,TrueToAtlanta,Phil,ATL Sports HQ,,1675063298,"RT @_ATLPhil: Updated with fixed links! #ATLSportsHQLive! Ep. 3

#TrueToAtlanta #ATLSportsHQ #ChopOn #UniteAndConquer

@ATLSportsHQ 

https…",Bret,https://pbs.twimg.com/profile_images/962460623832526848/UuW0sDN1_normal.jpg,1065,Bret_A27,An Atlanta sports fan... We will win a ring one day. Go Jackets....UNG’20,Wed Jul 11 07:09:27 +0000 2012,,,632669822,2215,0,ATLSportsHQ,,,ChopOn,UniteAndConquer,,,,,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,,,-2087276544,"RT @ATLHawks_Talk: Your #ATLSportsHQ Postgame Video Recap. 

Hawks fall 106-90 #TrueToAtlanta https://t.co/mWUS0mdiX9",10JoseAlvarezfanaccount,https://pbs.twimg.com/profile_images/971502548199886849/t2-Vn7-3_normal.jpg,253,reevesg55,GT. Falcons. Man city. Atlanta United. Hawks. HI football #68/#50 #FTS #FTP #THWg,Sat Mar 15 02:18:16 +0000 2014,53.5445879,-2.1468288,-1883334673,673,0,,,,,,,,,,,,,,
https://twitter.com/i/web/status/971244589267980288,nba,HeatCulture,,,,-581529600,"#nba Otros resultados : 

#HeatCulture 113 - 117 #DCFamily 

#HereTheyCome 128 - 114
#BuzzCity 

#TrueToAtlanta 90… https://t.co/cTldR70QmR",Hincha_GuindasOk,https://pbs.twimg.com/profile_images/955653962589499393/0QnEWxyf_normal.jpg,62,Hincha_GuindaOk,"HINCHA GUINDAS resultados proto periodisticos del deporte comentados  desde el punto de vista de un espectador, fanático, hincha y/o aficionado.",Fri Jan 19 03:45:45 +0000 2018,-32.86214,-68.81727000000001,295145472,1063,0,DCFamily,,,HereTheyCome,BuzzCity,TrueToAtlanta,,,,,,,,
,ATLSportsHQLive,TrueToAtlanta,Phil,ATL Sports HQ,,1515708416,"RT @_ATLPhil: Updated with fixed links! #ATLSportsHQLive! Ep. 3

#TrueToAtlanta #ATLSportsHQ #ChopOn #UniteAndConquer

@ATLSportsHQ 

https…",#GoBraves,https://pbs.twimg.com/profile_images/964622581243375617/XK-7z8-c_normal.jpg,1214,AndrewC_Braves,Braves writer for https://t.co/2q5qSo8rqa,Fri May 24 21:41:35 +0000 2013,,,1455302496,1213,0,ATLSportsHQ,,,ChopOn,UniteAndConquer,,,,,,,,,
,ATLSportsHQLive,TrueToAtlanta,Phil,ATL Sports HQ,,2006421505,"RT @_ATLPhil: Updated with fixed links! #ATLSportsHQLive! Ep. 3

#TrueToAtlanta #ATLSportsHQ #ChopOn #UniteAndConquer

@ATLSportsHQ 

https…",Ryan,https://pbs.twimg.com/profile_images/969092506293014528/U_ml7n_K_normal.jpg,1373,_RMiller30,,Tue May 20 23:42:13 +0000 2014,,,-1738731467,628,0,ATLSportsHQ,,,ChopOn,UniteAndConquer,,,,,,,,,
,ATLSportsHQLive,TrueToAtlanta,Phil,ATL Sports HQ,,-992563197,"RT @_ATLPhil: Updated with fixed links! #ATLSportsHQLive! Ep. 3

#TrueToAtlanta #ATLSportsHQ #ChopOn #UniteAndConquer

@ATLSportsHQ 

https…",10JoseAlvarezfanaccount,https://pbs.twimg.com/profile_images/971502548199886849/t2-Vn7-3_normal.jpg,253,reevesg55,GT. Falcons. Man city. Atlanta United. Hawks. HI football #68/#50 #FTS #FTP #THWg,Sat Mar 15 02:18:16 +0000 2014,53.5445879,-2.1468288,-1883334673,673,0,ATLSportsHQ,,,ChopOn,UniteAndConquer,,,,,,,,,
https://twitter.com/i/web/status/971243081449328647,ATLSportsHQLive,TrueToAtlanta,,,,-866660345,"Updated with fixed links! #ATLSportsHQLive! Ep. 3

#TrueToAtlanta #ATLSportsHQ #ChopOn #UniteAndConquer… https://t.co/pYsPX3YbwC",Phil,https://pbs.twimg.com/profile_images/962201562281140224/RleUHgjb_normal.jpg,4400,_ATLPhil,"🦉’18 Civil Engineering. RT’S ≠ Agreement or Endorsement. @ATLSportsHQ CEO, Founder and Writer. ATL Everything. Starving for more success. Phil 4:13🇵🇷🇺🇸",Mon Jul 08 16:46:57 +0000 2013,33.8876179,-84.289389,1578123499,2948,0,ATLSportsHQ,,,ChopOn,UniteAndConquer,,,,,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,,,39292928,"RT @ATLHawks_Talk: Your #ATLSportsHQ Postgame Video Recap. 

Hawks fall 106-90 #TrueToAtlanta https://t.co/mWUS0mdiX9",Ryan Thurman,https://pbs.twimg.com/profile_images/934100409924440064/O2kF4Yy__normal.jpg,2664,StrokeGame24,Writer For @AtlHawks_Talk 📝🏀 Fort Valley State University,Sat Aug 13 01:09:29 +0000 2011,,,354028305,1756,0,,,,,,,,,,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,,,1750589441,"RT @ATLHawks_Talk: Your #ATLSportsHQ Postgame Video Recap. 

Hawks fall 106-90 #TrueToAtlanta https://t.co/mWUS0mdiX9",Jackson Stone,https://pbs.twimg.com/profile_images/970522236133171201/Woa9cM66_normal.jpg,231,tdjs_network,"I’m a Georgia sports fan. That basically tells you all you need to know about me. ATL REPRESENT @birdsinthebenz @ATLSportsHQ @ATLHawks_Talk
#FireSark
MHS",Sat Jun 10 23:03:02 +0000 2017,35.0006589,-80.751429,118882304,368,0,,,,,,,,,,,,,,
,TrueToAtlanta,,NBA,Atlanta Hawks,Toronto Raptors,1599524867,"RT @NBA: 9 PTS, 3 AST, 3 REB for Taurean Prince to lead the @ATLHawks on League Pass!

ATL 51 / @Raptors 50 at the break.

#TrueToAtlanta h…",pendulum5884,https://pbs.twimg.com/profile_images/702469562839633921/WYjiGKOp_normal.jpg,1407,pendulum5884,,Sun Nov 22 04:52:03 +0000 2015,,,24489418,45,0,,,,,,,,,,,,,,
http://on.nba.com/2AblsXr,WeTheNorth,TrueToAtlanta,NBA,,,-313044992,"RT @NBA: Lowry dimes from the hardwood!

#WeTheNorth x #TrueToAtlanta are on NBALP.

📺: https://t.co/2pt5MyD8rh https://t.co/oj4b5cGMCn",pendulum5884,https://pbs.twimg.com/profile_images/702469562839633921/WYjiGKOp_normal.jpg,1407,pendulum5884,,Sun Nov 22 04:52:03 +0000 2015,,,24489418,45,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,,,-1361620985,"RT @ATLHawks: 🗣️ GET OUT 

#TrueToAtlanta https://t.co/GraX395B7z",TABN,https://pbs.twimg.com/profile_images/970525504750211072/jVwPChYT_normal.jpg,30,TheATLBirdsNest,Instagram: @theatlantabirdsnest,Mon Sep 29 10:39:03 +0000 2014,,,-1503813925,34,0,,,,,,,,,,,,,,
,TrueToAtlanta,,NBA,Atlanta Hawks,Toronto Raptors,-69767168,"RT @NBA: 9 PTS, 3 AST, 3 REB for Taurean Prince to lead the @ATLHawks on League Pass!

ATL 51 / @Raptors 50 at the break.

#TrueToAtlanta h…",Kevin Mairena,https://pbs.twimg.com/profile_images/664954020914700290/MsPBBb1z_normal.jpg,82,EndorphinSauce,An electrical engineering student. #GeorgiaTech #Nicaragua #Nintendo,Fri Jul 10 15:49:54 +0000 2015,,,-925521246,193,0,,,,,,,,,,,,,,
http://dlvr.it/QK26M4,TruetoAtlanta,,,,,-288014336,"Hawks draft prospect watch: Trae Young, Oklahoma - MyAJC (blog) https://t.co/H79eTxZAES #TruetoAtlanta https://t.co/LMoLSNFnDh",Atlanta Hawks,https://pbs.twimg.com/profile_images/806146114248380416/1HELCnkp_normal.jpg,37,AHawksNews,The latest Atlanta Hawks news.,Tue Dec 06 14:38:30 +0000 2016,33.8876179,-84.289389,1930915845,10,0.375,,,,,,,,,,,,,,
https://twitter.com/i/web/status/971231439944605696,Hawks,Raptors,,,,1284956160,"The #Hawks kept pace with the #Raptors through three quarters, but the East's No. 1 seed pulled away late.… https://t.co/8lpzADFKfi",FOX Sports: Hawks,https://pbs.twimg.com/profile_images/841685851906154497/ARHL4S5Z_normal.jpg,3258,HawksOnFSSE,"Atlanta Hawks basketball from the FOX Sports Southeast perspective. Friends with Bob, Nique, Andre, Rebecca, Jerome and Stinger. Big fan of FOX Sports GO.",Mon Sep 12 18:41:39 +0000 2016,33.8876179,-84.289389,1628737536,102,0,,,,,,,,,,,,,,
https://twitter.com/i/web/status/971228655862108160,NBA,WeTheNorth,Toronto Raptors,Atlanta Hawks,,341266432,#NBA 🏀 Los @Raptors  #WeTheNorth vencen a los @ATLHawks  #TrueToAtlanta  106-90. D. DeRozan 25pts 3reb 4ast J. Vala… https://t.co/1RPRFEUb61,Alexis Bullen,https://pbs.twimg.com/profile_images/970736737956675584/JCYuXV9Y_normal.jpg,213,alexis_bullen,"Fan @Lakers, Bulls, Bears, Yankees. Quizás no tenga todas las cosas materiales que quisiera tener, pero tengo el mejor de los tesoros: Mi familia y mis amigos.",Sat Aug 20 22:35:38 +0000 2011,,,359033882,247,0,TrueToAtlanta,,,,,,,,,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,,,911642624,"RT @ATLHawks_Talk: Your #ATLSportsHQ Postgame Video Recap. 

Hawks fall 106-90 #TrueToAtlanta https://t.co/mWUS0mdiX9",T’Challa 👑 of Wakanda,https://pbs.twimg.com/profile_images/970985940620587008/XSAbqoSL_normal.jpg,3731,Sammy_Socialite,Writer for #PTP; #Falcons #VSU #VSUalumnus #APO; Sports/ENT Journalist; PR/Social Media Guru; #Writer Business Inquires: DM for email address,Sat Apr 11 18:26:16 +0000 2009,33.8876179,-84.289389,30495583,3174,0,,,,,,,,,,,,,,
,ATLSportsHQ,TrueToAtlanta,ATL Sports HQ,Atlanta Hawks,Phil,227979264,"RT @ATLSportsHQ: #ATLSportsHQ @ATLHawks Postgame Video Recap

By: @_ATLPhil

#TrueToAtlanta

Be sure to trust @ATLHawks_Talk for full Hawks…",T’Challa 👑 of Wakanda,https://pbs.twimg.com/profile_images/970985940620587008/XSAbqoSL_normal.jpg,3731,Sammy_Socialite,Writer for #PTP; #Falcons #VSU #VSUalumnus #APO; Sports/ENT Journalist; PR/Social Media Guru; #Writer Business Inquires: DM for email address,Sat Apr 11 18:26:16 +0000 2009,33.8876179,-84.289389,30495583,3174,0.13799999999999996,,,,,,,,,Atlanta Hawks Talk,,,,,
https://twitter.com/i/web/status/971226789623287809,NBA,HeatCulture,,,,-1881747455,"#NBA Resultados de hoy:

#HeatCulture 113
#DCFamily 117 (Beal 30p)

#HereTheyCome 128 (Covington 22p)
#BuzzCity 114… https://t.co/uldsDFExk3",Minuto 7,https://pbs.twimg.com/profile_images/957692580392783874/usvNRbTr_normal.jpg,13508,MinutoSiete_,"Información pura para que formes tu opinión. Deportes, música, efemérides, info en gral. Si querés formar parte escribinos al DM.",Mon Jun 06 18:31:10 +0000 2016,-34.5265464,-58.33514470000001,731316224,397,0,DCFamily,,,HereTheyCome,BuzzCity,,,,,,,,,
https://twitter.com/i/web/status/971222520165818368,,,Atlanta Hawks,Atlanta Hawks,,-2141724672,"@ATLHawks Weekly Flight: Week 20

“Everything you need to know and more about the week that was for our @ATLHawks.… https://t.co/OpmJTMCJhj",Indie,https://pbs.twimg.com/profile_images/968354000121810946/RGlKKyRV_normal.jpg,475,_indiegalore_,“There’s three parts of happiness. Something to do. Someone to love. Something to look forward to “,Thu Mar 01 01:57:05 +0000 2012,,,509578296,389,-0.125,,,,,,,,,,,,,,
http://dld.bz/gFjgP,TrueToAtlanta,ATLHawks,,,,1352101889,#TrueToAtlanta #ATLHawks #Hawks Raptors complete season sweep of Hawks with 106-90 win https://t.co/wb4ov53dCr,Atlanta Hawks Fans,https://pbs.twimg.com/profile_images/921674160908115969/zC2QhCjD_normal.jpg,781,HawksChat,Atlanta Hawks Fan Page. NOT linked to Official Atlanta Hawks. #TrueToAtlanta #Hawks #AtlantaHawks #ATLHawks #HawksRising,Mon Mar 02 04:06:56 +0000 2015,,,-1240502848,444,0,Hawks,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,,,47525888,"RT @ATLHawks: 🗣️ GET OUT 

#TrueToAtlanta https://t.co/GraX395B7z",( ͡° ͜ʖ ͡°),https://pbs.twimg.com/profile_images/967999169485877253/nfIajzRu_normal.jpg,3458,SplitzMcGee,Falcons/Braves/Hawks/UGA/AtlantaUnited #RiseUp #InBrotherHood #ChopOn #TrueToAtlanta #DawgNation.,Sun Aug 30 17:29:17 +0000 2015,,,-900085802,2916,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,,,-7061504,"RT @ATLHawks: Halfway home with the edge.

#TrueToAtlanta https://t.co/kvTxTyeqaP",( ͡° ͜ʖ ͡°),https://pbs.twimg.com/profile_images/967999169485877253/nfIajzRu_normal.jpg,3458,SplitzMcGee,Falcons/Braves/Hawks/UGA/AtlantaUnited #RiseUp #InBrotherHood #ChopOn #TrueToAtlanta #DawgNation.,Sun Aug 30 17:29:17 +0000 2015,,,-900085802,2916,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,,,794157057,"RT @ATLHawks: Nice Q1 up north.

#TrueToAtlanta https://t.co/a7vJhDos1t",( ͡° ͜ʖ ͡°),https://pbs.twimg.com/profile_images/967999169485877253/nfIajzRu_normal.jpg,3458,SplitzMcGee,Falcons/Braves/Hawks/UGA/AtlantaUnited #RiseUp #InBrotherHood #ChopOn #TrueToAtlanta #DawgNation.,Sun Aug 30 17:29:17 +0000 2015,,,-900085802,2916,0,,,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,,,1263878146,"RT @HawksOnFSSE: BAZ3 

#TrueToAtlanta https://t.co/MxixExv6Z8",( ͡° ͜ʖ ͡°),https://pbs.twimg.com/profile_images/967999169485877253/nfIajzRu_normal.jpg,3458,SplitzMcGee,Falcons/Braves/Hawks/UGA/AtlantaUnited #RiseUp #InBrotherHood #ChopOn #TrueToAtlanta #DawgNation.,Sun Aug 30 17:29:17 +0000 2015,,,-900085802,2916,0,,,,,,,,,,,,,,
,TrueToAtlanta,,Atlanta Hawks,Toronto Raptors,FOX Sports: Hawks,416653312,"RT @ATLHawks: Last trip across the border as we face the @Raptors at 7:00 ET. Tune in on @HawksonFSSE and @929TheGame!

#TrueToAtlanta http…",( ͡° ͜ʖ ͡°),https://pbs.twimg.com/profile_images/967999169485877253/nfIajzRu_normal.jpg,3458,SplitzMcGee,Falcons/Braves/Hawks/UGA/AtlantaUnited #RiseUp #InBrotherHood #ChopOn #TrueToAtlanta #DawgNation.,Sun Aug 30 17:29:17 +0000 2015,,,-900085802,2916,0,,,,,,,,,92.9 The Game,,,,,
http://dld.bz/gFjgN,TrueToAtlanta,ATLHawks,,,,-380239872,#TrueToAtlanta #ATLHawks #Hawks Hawks Twitter Stays Strong Through the Fourth https://t.co/fd0GPfEgqZ https://t.co/1qiyN7J2Ii,Atlanta Hawks Fans,https://pbs.twimg.com/profile_images/921674160908115969/zC2QhCjD_normal.jpg,781,HawksChat,Atlanta Hawks Fan Page. NOT linked to Official Atlanta Hawks. #TrueToAtlanta #Hawks #AtlantaHawks #ATLHawks #HawksRising,Mon Mar 02 04:06:56 +0000 2015,,,-1240502848,444,0,Hawks,,,,,,,,,,,,,
,TrueToAtlanta,,FOX Sports: Hawks,,,1901584384,"RT @HawksOnFSSE: UP NEXT.

#TrueToAtlanta https://t.co/AJ7h1aTwbQ",Robert Austin,https://pbs.twimg.com/profile_images/614628284614062080/NHs0s_wW_normal.jpg,132,truebluerob,GEORGIA SOUTHERN EAGLES BEAT FLORIDA GATORS 26-20. The Eagles went down to The Swamp and Drained it! HAIL SOUTHERN!! ONE MORE TIME!!,Wed May 05 17:31:09 +0000 2010,34.119379,-84.20121809999999,140507234,182,0,,,,,,,,,,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,,,-703098879,"RT @ATLHawks_Talk: Your #ATLSportsHQ Postgame Video Recap. 

Hawks fall 106-90 #TrueToAtlanta https://t.co/mWUS0mdiX9",Malik Brown,https://pbs.twimg.com/profile_images/936728334062555136/lzsnkmVD_normal.jpg,787,_MalikATL,GSU Alumni | Sports Journalist |Writer for @ATLHawks_Talk | #NABJ | On the come up.,Sun Jan 22 20:02:52 +0000 2012,33.8876179,-84.289389,471380185,767,0,,,,,,,,,,,,,,
http://on.nba.com/2AblsXr,WeTheNorth,TrueToAtlanta,NBA,,,-82399227,"RT @NBA: Lowry dimes from the hardwood!

#WeTheNorth x #TrueToAtlanta are on NBALP.

📺: https://t.co/2pt5MyD8rh https://t.co/oj4b5cGMCn",Rebel_boss,https://pbs.twimg.com/profile_images/756570687083458560/-LrQWYfs_normal.jpg,537,lijaj16_alexa,,Mon Apr 20 18:31:58 +0000 2015,,,-1129177882,1322,0,,,,,,,,,,,,,,
https://twitter.com/i/web/status/971219952039612416,,,,,,-1877487616,"Oh... Bah in a perdu...
Quel malheur dis donc...

Toronto 106-90 Atlanta

7 joueurs à plus de 9pts
22ast
Ca continu… https://t.co/F7v5THOYR6",Hawks France 🐦,https://pbs.twimg.com/profile_images/884337742179704832/w0BCTOMF_normal.jpg,2072,ATLHawksFR,"La Géorgie c'est pas que The Walking Dead, c'est aussi les #Hawks🐦 #TrueToAtlanta
🏀🇫🇷",Tue Jul 01 22:16:51 +0000 2014,33.8876179,-84.289389,-1696346602,219,0.625,,,,,,,,,,,,,,
http://on.nba.com/2AblsXr,WeTheNorth,TrueToAtlanta,NBA,,,160882688,"RT @NBA: Lowry dimes from the hardwood!

#WeTheNorth x #TrueToAtlanta are on NBALP.

📺: https://t.co/2pt5MyD8rh https://t.co/oj4b5cGMCn",Sebastian Gonzalez,https://pbs.twimg.com/profile_images/970097225585000448/K-5ncy0Q_normal.jpg,130,DJSPEEDYG25,https://t.co/WuXRR40Ad5,Wed Nov 25 18:21:12 +0000 2015,-27.4125861,-58.93648150000001,-17984395,395,0,,,,,,,,,,,,,,
,TrueToAtlanta,,NBA,Atlanta Hawks,Toronto Raptors,148344832,"RT @NBA: 9 PTS, 3 AST, 3 REB for Taurean Prince to lead the @ATLHawks on League Pass!

ATL 51 / @Raptors 50 at the break.

#TrueToAtlanta h…",Sebastian Gonzalez,https://pbs.twimg.com/profile_images/970097225585000448/K-5ncy0Q_normal.jpg,130,DJSPEEDYG25,https://t.co/WuXRR40Ad5,Wed Nov 25 18:21:12 +0000 2015,-27.4125861,-58.93648150000001,-17984395,395,0,,,,,,,,,,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,Atlanta Hawks,Phil,957800449,"RT @ATLHawks_Talk: #ATLSportsHQ @ATLHawks Postgame Video Recap

By: @_ATLPhil

#TrueToAtlanta

Be sure to trust @ATLHawks_Talk for full Haw…",Bret,https://pbs.twimg.com/profile_images/962460623832526848/UuW0sDN1_normal.jpg,1065,Bret_A27,An Atlanta sports fan... We will win a ring one day. Go Jackets....UNG’20,Wed Jul 11 07:09:27 +0000 2012,,,632669822,2215,0.13799999999999996,,,,,,,,,Atlanta Hawks Talk,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,Atlanta Hawks,Phil,-1290301440,"RT @ATLHawks_Talk: #ATLSportsHQ @ATLHawks Postgame Video Recap

By: @_ATLPhil

#TrueToAtlanta

Be sure to trust @ATLHawks_Talk for full Haw…",Elijah (Muggy),https://pbs.twimg.com/profile_images/934896539553665030/u3Se9QP1_normal.jpg,1230,lilmuggy,JSU ALUMNUS | @ATLHawks_Talk | Sports | @RedDiamondsMgmt | Battle Rap | BBB,Wed Apr 15 19:45:36 +0000 2009,,,31497116,1524,0.13799999999999996,,,,,,,,,Atlanta Hawks Talk,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,,,1079463936,"RT @ATLHawks_Talk: Your #ATLSportsHQ Postgame Video Recap. 

Hawks fall 106-90 #TrueToAtlanta https://t.co/mWUS0mdiX9",Indie,https://pbs.twimg.com/profile_images/968354000121810946/RGlKKyRV_normal.jpg,475,_indiegalore_,“There’s three parts of happiness. Something to do. Someone to love. Something to look forward to “,Thu Mar 01 01:57:05 +0000 2012,,,509578296,389,0,,,,,,,,,,,,,,
,WeTheNorth,TrueToAtlanta,Isolation,,,953634816,RT @IsolationNBA: #WeTheNorth venció a #TrueToAtlanta por 106 a 90 para seguir en lo más alto del Este. DeMar DeRozan fue la figura con 25…,Iván,https://pbs.twimg.com/profile_images/965070397938028544/IIecTmLa_normal.jpg,210,Ivn52376853,River Plate❤... Geminis ♊.. Team Hypervenom🖤,Thu Jan 18 03:30:13 +0000 2018,,,1394073600,329,0,,,,,,,,,,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,Atlanta Hawks,Phil,-858390528,"RT @ATLHawks_Talk: #ATLSportsHQ @ATLHawks Postgame Video Recap

By: @_ATLPhil

#TrueToAtlanta

Be sure to trust @ATLHawks_Talk for full Haw…",10JoseAlvarezfanaccount,https://pbs.twimg.com/profile_images/971502548199886849/t2-Vn7-3_normal.jpg,253,reevesg55,GT. Falcons. Man city. Atlanta United. Hawks. HI football #68/#50 #FTS #FTP #THWg,Sat Mar 15 02:18:16 +0000 2014,53.5445879,-2.1468288,-1883334673,673,0.13799999999999996,,,,,,,,,Atlanta Hawks Talk,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,,,1939210241,"RT @ATLHawks_Talk: Your #ATLSportsHQ Postgame Video Recap. 

Hawks fall 106-90 #TrueToAtlanta https://t.co/mWUS0mdiX9",Daric Clemens,https://pbs.twimg.com/profile_images/902265672272576512/ulg1Z591_normal.jpg,962,DClemens_,Be Encouraged. Writer for @ATLHawks_Talk & @BirdsInTheBenz & @dn_sports | @ATLSportsHQ Member | @_MichaelaBrooke | BSU'20 | #BlackLivesMatter | RISE OF...,Fri Aug 31 22:19:39 +0000 2012,39.8825888,-84.8138039,794783916,831,0,,,,,,,,,,,,,,
,ATLSportsHQ,TrueToAtlanta,Atlanta Hawks Talk,,,244797442,"RT @ATLHawks_Talk: Your #ATLSportsHQ Postgame Video Recap. 

Hawks fall 106-90 #TrueToAtlanta https://t.co/mWUS0mdiX9",Elijah (Muggy),https://pbs.twimg.com/profile_images/934896539553665030/u3Se9QP1_normal.jpg,1230,lilmuggy,JSU ALUMNUS | @ATLHawks_Talk | Sports | @RedDiamondsMgmt | Battle Rap | BBB,Wed Apr 15 19:45:36 +0000 2009,,,31497116,1524,0,,,,,,,,,,,,,,
