hashtags/0,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/location/lat,user/location/long,user/id,user/friends,sentient,urls/0,mentions/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,mentions/1,mentions/2,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,mentions/3,mentions/4,mentions/5,mentions/6,mentions/7,mentions/8,mentions/9,urls/1
Warriors,-1315622911,This game shift in Portland is aggravating me. #Warriors and the T on Draymond is also annoying.,kiddle,https://pbs.twimg.com/profile_images/947905549722517504/swcpYYNg_normal.jpg,2697,kiddle,"Is it intelligent? I'll watch it. OK - i watch stupid shit, too. Avid reader, tv watcher, mother of 3 young men, wife (37 years), Contract Auditor, Otter Lover.",Fri Nov 28 21:54:45 +0000 2008,37.53433589999999,-122.081473,17720657,1478,0,,,,,,,,,,,,,,,,,,,,,,,
,-2049572863,"if I was to every be lucky enough to get courtside at a game I would never disrespect anyone especially 
@of… https://t.co/P9sHJNuzxF",Gypsy,https://pbs.twimg.com/profile_images/970438554118737921/PTtz9dqm_normal.jpg,1591,reg1_e,Everyday I Work❤ Caregiver to my mother I love the #NBA !!Romans 12:21 !believer! Be kind to others you don't know their struggle,Wed May 29 20:47:05 +0000 2013,,,1468201914,2269,0,https://twitter.com/i/web/status/972323646793449473,of,,,,,,,,,,,,,,,,,,,,,
Warriors,-569049086,"RT @SNstats: Here are the Rockets, Warriors, Raptors, Celtics &amp; Cavs records when facing each other this season

#Warriors 6-3
#Raptors 4-3…",#RIPJohnnyBower #1 🙏🏼💙,https://pbs.twimg.com/profile_images/945845231110430720/8fnPAckf_normal.jpg,4343,BeLEAFingWithJB,"@MapleLeafs super fan site,lifelong PROUD #Leafsaholic #GoLeafsGo also DIEHARD @Raptors @TorontoFC #MUFC #Marlies #Dolphins #Argos #BlueJays #WWE #UFC 🇨🇦🏒",Wed Sep 18 14:41:38 +0000 2013,,,1879748407,4989,-0.625,,Sportsnet Stats,Raptors,,,,,,,,,,,,,,,,,,,,
lakers,-1131085819,Yooo Brook Lopez is a whole new person with the fresh cut #lakers,christy mora,https://pbs.twimg.com/profile_images/937148183917969408/98bLBj0m_normal.jpg,450,christymora,"USC Alumni #fighton ✌️I tweet about life, sports and everything in between. Hit me up for a book or film rec",Sun Apr 12 01:47:07 +0000 2009,34.3373061,-118.1552891,30574547,873,0.375,,,,,,,,,,,,,,,,,,,,,,,
Lakers,1666527232,"#Lakers have six guys in double figures, including all five starters. Lopez having a great game for the second night in a row.",Alex Vejar,https://pbs.twimg.com/profile_images/965684219199369217/JTBgrTal_normal.jpg,673,AlexVReporting,Lakers beat for @AVP_Sports. Freelance NBA writer. Formerly @MalibuNews. @CSUNorthridge alum. PBWA member. Former wannabe rock star. @TaylorSwift13 apologist.,Thu Jul 15 19:18:19 +0000 2010,34.3373061,-118.1552891,167100622,735,0.25,,,,,,,,,,,,,,,,,,,,,,,
Warriors,760696832,A fan just got thrown out of the #Warriors– #Blazers game for saying something inappropriate to KD. #NBA #GSWvsPOR #NBATwitter,Ruben Ibarra,https://pbs.twimg.com/profile_images/960243665468784640/6KVc7BqR_normal.jpg,924,chicitybulls09,"Die hard #Bulls, #Bears, #WhiteSox & #Blackhawks fan. #NBA comes first. Follow me on Instagram at @chicitybulls09. It's 'Bisky Time! 🔟",Sat Apr 25 02:21:49 +0000 2009,41.85775400000001,-87.5403451,35117644,3364,-0.5,,,Blazers,NBA,GSWvsPOR,NBATwitter,,,,,,,,,,,,,,,,,
Lakers,-1265238016,RT @DanDuangdao: Lonzo Ball makes winning plays. #Lakers,"Brandon Moultrie, Esq.",https://pbs.twimg.com/profile_images/969231550393999360/z5Ivu4ON_normal.jpg,598,BoomerBossB,"Coordinator, Athletic Governance at The University of Oklahoma 🐴. FSU Alum 🍢🍢 #BoomerSooner #GoNoles",Thu Apr 14 22:35:23 +0000 2011,35.348324,-97.17691789999999,282282358,1173,-0.125,,Dan Duangdao,,,,,,,,,,,,,,,,,,,,,
Warriors,1331019776,Man...Looney foul and then all of sudden Portland is running. #Warriors https://t.co/x76ylMuSoY,Mike,https://pbs.twimg.com/profile_images/971235787621548032/qFvInE08_normal.jpg,431,ThoughtsByMike,I'm a nerd that loves sports. You'll get more than you'll probably want of either and a few deep thoughts for taste.,Fri Apr 03 05:31:11 +0000 2009,42.0095169,-115.6483569,28511271,382,-0.5,,,,,,,,,,,,,,,,,,,,,,,
Warriors,-1248509950,"When the #Warriors are playing the #Trailblazers, I’m torn. I want my dubs to win but then I want that #Flyguy… https://t.co/HFVvUDt3hH",Certified $uperwoman,https://pbs.twimg.com/profile_images/968735266843262976/6j_w_wMu_normal.jpg,1549,SuperwomanSF,So fly even my cape has wingz! Fast & fly graphic designer!,Sat Apr 11 21:35:08 +0000 2009,38.1441921,-122.0368974,30529750,1800,-1.125,https://twitter.com/i/web/status/972323445731049474,,Trailblazers,Flyguy,,,,,,,,,,,,,,,,,,,
Warriors,1922555904,Quinn Cook is shit. Take him out! #Warriors,#FML,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2,SaroHamdy,Welcome to my mess,Tue Jun 27 01:22:50 +0000 2017,43.5317799,-80.46729289999999,1050017796,59,0,,,,,,,,,,,,,,,,,,,,,,,
Warriors,752222209,This is the 2nd time I've seen an opposing fan get thrown out for saying something to #Warriors player. #NBA ain't… https://t.co/rSxprqFfKM,Brina,https://pbs.twimg.com/profile_images/955960530124058629/FWCjr5Is_normal.jpg,244,bronzeangel769,"I like to live tweet Lifetime movies & sporting events, you've been warned. In between Presidents. Buffalo Bills & Golden State Warriors fan. I know right 🤷🏾 🏈🏀",Thu Apr 22 20:51:35 +0000 2010,,,136024024,432,0,https://twitter.com/i/web/status/972323383307272193,,NBA,,,,,,,,,,,,,,,,,,,,
Lakers,1565900800,RT @DanDuangdao: Lonzo Ball makes winning plays. #Lakers,regggiieeee,https://pbs.twimg.com/profile_images/966759023667068928/cvoMfCJX_normal.jpg,121,reginaldsaid,do dope shit,Fri Aug 31 07:22:20 +0000 2012,,,793300104,219,-0.125,,Dan Duangdao,,,,,,,,,,,,,,,,,,,,,
Warriors,1872031744,So much for coming back to get within 3...#Warriors #DubNation,Anthony Silva,https://pbs.twimg.com/profile_images/1266512953/bestman_normal.jpg,312,anthonysilva77,Warriors ticket guru. Cal alum. OAKLAND born/raised. Fanatic bout the Dubs/A's/Raiders/Cal/Sharks/MUFC/Oasis/F1/live music. My own thoughts/words.,Sun Jan 02 07:15:03 +0000 2011,37.80062789999999,-122.2237791,233089972,610,0.125,,,DubNation,,,,,,,,,,,,,,,,,,,,
Lakers,-250281979,RT @jgoldlabel5: Lets get this W guys please! #Lakers #Lakeshow,LakeShow Johnny,https://pbs.twimg.com/profile_images/968347648985092096/bi61I-71_normal.jpg,1108,MrJG17,Team work makes the Dream work #SickBoy #StoryOfMyLife #Libra #LakersNation #BroncosCountry #Dodgers #XBoxGT (MrJG17) #PSN (MrJG1017) #GrayJedi,Sat Dec 10 02:24:24 +0000 2011,,,433038159,928,0,,Yeeeerrrrrrrrr,Lakeshow,,,,,,,,,,,,,,,,,,,,
Warriors,-2045497344,"RT @SNstats: Here are the Rockets, Warriors, Raptors, Celtics &amp; Cavs records when facing each other this season

#Warriors 6-3
#Raptors 4-3…",alicia,https://pbs.twimg.com/profile_images/957397785883521024/8nw-eDxZ_normal.jpg,318,softyauston,aspiring kinesiologist👩🏻‍⚕️ • toronto 📍 • “nice phone case” • matthews vs everybody✨ • #StandWitness,Sun Oct 09 12:19:26 +0000 2016,,,-15273984,719,-0.625,,Sportsnet Stats,Raptors,,,,,,,,,,,,,,,,,,,,
lakers,546746368,BIG player. #lakers #lakernation #nba #frenchieintheNBA #lifeasaphotographer #sportsphotography… https://t.co/cpzUisDhmL,Chris Levangie Elise,https://pbs.twimg.com/profile_images/882820711974350849/Rg82ezpr_normal.jpg,2182,chriselise,Stepdad. Husband to @gigilevangie. Legend. French #Photographer shooting the #NBA - driving a 1968 Chevelle SS and a 1969 Super Bee.  IG: @froyourmind,Fri Aug 22 10:57:21 +0000 2008,34.05056,-118.443426,15943507,1140,0,https://www.instagram.com/p/BgIPRnhgqy4/,,lakernation,nba,frenchieintheNBA,lifeasaphotographer,sportsphotography,,,,,,,,,,,,,,,,
DraymondGreen,1817497600,"These refs dumb. They gave #DraymondGreen a tech for sticking up for #KevinDurant, his teammate. They give him a te… https://t.co/VQKqfxAyCM",Elijah Carey,https://pbs.twimg.com/profile_images/942260169269841920/nsNdOgTa_normal.jpg,153,elijahcarey98,"NBA superfan, Bay Area Sports fan, WWE is Life 💪",Thu Jun 25 07:38:12 +0000 2015,37.88472489999999,-122.114775,-1039579706,483,0,https://twitter.com/i/web/status/972323242638626816,,KevinDurant,,,,,,,,,,,,,,,,,,,,
Warriors,-631975936,"Here are the Rockets, Warriors, Raptors, Celtics &amp; Cavs records when facing each other this season

#Warriors 6-3… https://t.co/6BjqpQxK6B",Sportsnet Stats,https://pbs.twimg.com/profile_images/585172268071911426/mEE05k5r_normal.jpg,52337,SNstats,Official home of the Sportsnet Stats and Information Department,Wed Sep 07 18:16:41 +0000 2011,43.8554579,-79.00248100000002,369648215,2738,-0.625,https://twitter.com/i/web/status/972323210124382208,,,,,,,,,,,,,,,,,,,,,,
Celtics,-254357504,"Good thing Tyler Zeller isn't on the #Celtics anymore, that would be just awkward https://t.co/OoWP0W42XC",Alex Barth,https://pbs.twimg.com/profile_images/924778038272946176/G_8S3id4_normal.jpg,539,RealAlexBarth,@985TheSportsHub | #Patriots & #RedSox Program Director at @CLNSMedia | Play-by-Play various | Host/Produce @CallinItPodcast | IC '16 | Always #BostonStrong,Tue Mar 01 01:04:23 +0000 2011,,,259035071,496,0.5,,,,,,,,,,,,,,,,,,,,,,,
WeLoveLA,-791359488,"#WeLoveLA RT ""#Lakers  KCP sticks with the play, and knocks down the 3️⃣ to regain the lead #LakeShow (📺: SpectrumS… https://t.co/ZG8Y5zZbz4",LosAngelesSRH,https://pbs.twimg.com/profile_images/886531756396032000/j65xlQUe_normal.jpg,1154,LosAngelesSRH,"Los Angeles SportsRoadhouse®, Los Angeles Sports Breaking news, Links, & Licensed Merchandise",Fri Aug 10 08:48:56 +0000 2012,34.3373061,-118.1552891,748959852,114,-0.125,https://twitter.com/i/web/status/972323184195194880,,Lakers,LakeShow,,,,,,,,,,,,,,,,,,,
Celtics,-338415616,"RT @CelticGreen2018: Kyrie Irving &amp; Jayson Tatum are sitting together at the UNC Vs. Duke game, Duke Alumni! #Celtics",Sean,https://pbs.twimg.com/profile_images/609565732272103424/w_3kuXEB_normal.jpg,823,Worldwidesean_,“ I be on these Milds and Hen Dawg “ - Shannon Sharpe 10/2/17,Wed Feb 29 02:49:32 +0000 2012,32.32016610000001,-110.708204,508275172,1026,0,,BOSTON CELTICS!!! ☘️,,,,,,,,,,,,,,,,,,,,,
Lakers,-1189703678,RT @jgoldlabel5: Lets get this W guys please! #Lakers #Lakeshow,Moni Wilson,https://pbs.twimg.com/profile_images/965814402812399617/S-5XIfqx_normal.jpg,12,MoniSportPage,,Wed Jan 03 02:01:06 +0000 2018,38.9852829,-76.93715689999999,-52965368,151,0,,Yeeeerrrrrrrrr,Lakeshow,,,,,,,,,,,,,,,,,,,,
patriots,139939840,"Me looking fun ting to do. Me like Boston, want to see nfl #patriots, but nba #celtics are ok @isjanosnba",Jozsef,https://pbs.twimg.com/profile_images/961293052668186624/kBMVVf5p_normal.jpg,2,isjozsefnfl,Patriots 5 rings best team,Wed Feb 07 17:25:45 +0000 2018,,,135659520,14,-0.5,,Janos,celtics,,,,,,,,,,,,,,,,,,,,
LAKERS,-1244274688,Just don't understand y is Thomas in the game whyyyy?? Unbelievable take that lil boy out the dam game SMDH 😤 #LAKERS,lakers life,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,5,jessiejj8886,,Wed Jun 17 17:13:53 +0000 2015,,,-1046873655,20,0.25,,,,,,,,,,,,,,,,,,,,,,,
Lakers,-1630142464,@81PointKobe @goldlakerss THANK YOU BRO!!!!!! #Lakers,Chris Covello,https://pbs.twimg.com/profile_images/880176382063648770/4O_3glO4_normal.jpg,65,KiddCovello24,SC/Instagram: kiddcovello24 #Lakers4Life💜💛,Wed Dec 07 21:00:27 +0000 2016,41.1715961,-73.38056209999999,1213612034,185,0,,Mr. 310,,,,,,Legendary Lakers,,,,,,,,,,,,,,,
Lakers,-619380736,RT @JaySway52: IT stands for Instant Turnover #Lakers,Angry Ingram,https://pbs.twimg.com/profile_images/971526783509045248/xEmevQwS_normal.jpg,73,MambaHive_,Formerly @IonzobalI,Wed Mar 07 20:39:32 +0000 2018,34.3373061,-118.1552891,-1164591104,221,0,,Jason Thompson,,,,,,,,,,,,,,,,,,,,,
Trailblazers,240439297,RT @brunoienco: sorry @StephenCurry30 but i think @Dame_Lillard has taken the torch for best range/consistency #Trailblazers #Portland #bla…,JakeVara,https://pbs.twimg.com/profile_images/908851492584431617/dMWDYVs2_normal.jpg,142,JakeVarapodio,• | Personal Trainer | Motivator | Soccer & gym enthusiast | cryptocurrency | There is no such thing as failure. There are only results. | •,Tue Jul 16 10:55:43 +0000 2013,,,1598148595,453,1,,Bruno Ienco,Portland,,,,,Stephen Curry,Damian Lillard,,,,,,,,,,,,,,
Warriors,148189184,"These free throw are gifts smh....
#Warriors #NBA",Elijah Carey,https://pbs.twimg.com/profile_images/942260169269841920/nsNdOgTa_normal.jpg,153,elijahcarey98,"NBA superfan, Bay Area Sports fan, WWE is Life 💪",Thu Jun 25 07:38:12 +0000 2015,37.88472489999999,-122.114775,-1039579706,483,0.5,,,NBA,,,,,,,,,,,,,,,,,,,,
WeLoveLA,-862703616,"#WeLoveLA RT ""#Lakers  KC3️⃣ https://t.co/D1VaKZNkO6"" #SportsRoadhouse https://t.co/Oaqs2L3tPS",LosAngelesSRH,https://pbs.twimg.com/profile_images/886531756396032000/j65xlQUe_normal.jpg,1154,LosAngelesSRH,"Los Angeles SportsRoadhouse®, Los Angeles Sports Breaking news, Links, & Licensed Merchandise",Fri Aug 10 08:48:56 +0000 2012,34.3373061,-118.1552891,748959852,114,0,,,Lakers,SportsRoadhouse,,,,,,,,,,,,,,,,,,,
Lakers,-1504366591,This #Lakers vs #Nuggets game https://t.co/riYSD1vqs3,Alex Vejar,https://pbs.twimg.com/profile_images/965684219199369217/JTBgrTal_normal.jpg,673,AlexVReporting,Lakers beat for @AVP_Sports. Freelance NBA writer. Formerly @MalibuNews. @CSUNorthridge alum. PBWA member. Former wannabe rock star. @TaylorSwift13 apologist.,Thu Jul 15 19:18:19 +0000 2010,34.3373061,-118.1552891,167100622,735,0,,,Nuggets,,,,,,,,,,,,,,,,,,,,
trailblazers,-426446848,I just really want to know what the fan said to KD to be ejected from the game. #trailblazers #warriors,Jerica Hust,https://pbs.twimg.com/profile_images/800868799381504000/vzNrriE__normal.jpg,35,Jerica_Hust,"Deep thinker, peacemaker, one who loves God and people.",Mon Jun 15 21:25:53 +0000 2009,46.43712,-116.91009,47449195,97,0,,,warriors,,,,,,,,,,,,,,,,,,,,
Lakers,93650944,Get IT outta there.🤷🏽‍♂️ #Lakers,As If!,https://pbs.twimg.com/profile_images/928951374720593920/5rBa4Ytz_normal.jpg,87,SGVThang,2x SC #Kings/16x NBA #Lakers/ 6x WS #Dodgers/11x NC #USC/3x SB #Raiders Champions #ArmyVet,Wed Jun 15 00:08:51 +0000 2011,34.1713799,-117.478789,317468122,90,0,,,,,,,,,,,,,,,,,,,,,,,
bitchandprovingit,-942342143,Durant being a primadona.  Got a fan kicked out!!! #bitchandprovingit #nba #Warriors,J Keller,https://pbs.twimg.com/profile_images/637875161652334592/dDF5rQUI_normal.jpg,45,303cowboy,,Sun Aug 30 06:00:48 +0000 2015,,,-905372882,149,0,,,nba,Warriors,,,,,,,,,,,,,,,,,,,
Lakers,1758957569,I’m nervous #Lakers #LALvsDEN,EAGLES SUPER BOWL CHAMPS! DYNASTY HAS STARTED,https://pbs.twimg.com/profile_images/972121342450503682/SvQL4i9W_normal.jpg,1181,OGpoonsoakerr,Host on @ThisIsCuIture Podcast #SC: Jon-Kendrick | #IG: Jonkendrick_ | 26 | Father of Analia. Louisiana raised. #LakersNation #EaglesNation #LSU,Sun Jun 23 02:03:09 +0000 2013,,,1539914690,367,0.125,,,LALvsDEN,,,,,,,,,,,,,,,,,,,,
,-505966592,"RT @AdamMKaufman: Maybe I'm alone, but that Jaylen Brown fall was way more uncomfortable to watch than the Gordon Hayward fall. Hayward's w…",Kiyah G.💖,https://pbs.twimg.com/profile_images/970931054323339264/V_j2NhCp_normal.jpg,1099,kiyah_5,God first. everything else after.,Tue Oct 09 19:10:05 +0000 2012,42.0095169,-114.131211,870441404,952,-0.75,,Adam Kaufman,,,,,,,,,,,,,,,,,,,,,
Lakers,-950620160,Lets get this W guys please! #Lakers #Lakeshow,Yeeeerrrrrrrrr,https://pbs.twimg.com/profile_images/951483042341801984/yVKI-yx8_normal.jpg,401,jgoldlabel5,#Lakeshow #BroncosCountry #PinstripePride #MiamiU John Jay College Alumni 2017 👨🏽‍🎓,Mon Oct 16 16:35:33 +0000 2017,,,-1407750142,907,0,,,Lakeshow,,,,,,,,,,,,,,,,,,,,
Warriors,1297432576,"RT @ClutchPointsApp: Steve Kerr thinks it was the 'wise' decision about Stephen Curry. #Warriors
https://t.co/CVLYRDtM6A",Celeste Marx,https://pbs.twimg.com/profile_images/951306282811576320/VI9DrrAG_normal.jpg,1918,shaker0309,"Always remember you have within you the strength, the patience, and the passion to reach for the stars to change the world. H.Tubman",Thu Jun 11 23:31:03 +0000 2009,37.9058239,-122.234179,46522067,875,0,https://clutchpoints.com/warriors-news-steve-kerr-doubles-down-leave-stephen-curry-out/,ClutchPoints,,,,,,,,,,,,,,,,,,,,,
warrior,1800884225,RT @TheBeyondersLTD: fire_ofwar #warrior #warriors #picoftheday #best #samurai #asia #china #japan #katana #american #shuriken #follow #fol…,TRENDING BEYONDER,https://pbs.twimg.com/profile_images/972320285142798336/6gOnuJo-_normal.jpg,1421,EFroiken,Magazine | https://t.co/mWfQnnFaZL | #Segwit2X #bitcoin #btc #Crypto #blockchain #money #today #news #ethereum #lol #trading #luxurylife #Breaking #Twitter,Sun Jul 30 18:13:04 +0000 2017,40.9175771,-73.70027209999999,-585707514,3119,0,,The Beyonders ( News | Entertainment | Trends ),warriors,picoftheday,best,samurai,asia,,,china,japan,katana,american,shuriken,follow,,,,,,,,
Warriors,-1214783487,You spend all that money &amp; get thrown out for saying who knows what to Durant! How stupid! #Warriors #LetsGoWarriorsLive,Brina,https://pbs.twimg.com/profile_images/955960530124058629/FWCjr5Is_normal.jpg,244,bronzeangel769,"I like to live tweet Lifetime movies & sporting events, you've been warned. In between Presidents. Buffalo Bills & Golden State Warriors fan. I know right 🤷🏾 🏈🏀",Thu Apr 22 20:51:35 +0000 2010,,,136024024,432,0.125,,,LetsGoWarriorsLive,,,,,,,,,,,,,,,,,,,,
LakeShow,1725222913,"Is this were the refs start helping the Nuggets
Let's get this W Lakers!
#LakeShow #Lakers",egballin3,https://pbs.twimg.com/profile_images/952958755410386944/kCTwlAk6_normal.jpg,119,egballin3,LakersNation ☄💛💜💛💜☄,Fri Apr 04 18:21:36 +0000 2014,71.5388001,-66.885417,-1867285437,214,-0.25,,,Lakers,,,,,,,,,,,,,,,,,,,,
Lakers,-627757049,RT @DanDuangdao: Lonzo Ball makes winning plays. #Lakers,Mart Kristian Calip,https://pbs.twimg.com/profile_images/889976011168796672/Js4ByK8P_normal.jpg,26,mmaaaaaaaarrtt,PurpleAndGold | LakeShowLife | LakersNation,Tue Jul 09 19:16:49 +0000 2013,14.5800008,121.0675067,1581225278,159,-0.125,,Dan Duangdao,,,,,,,,,,,,,,,,,,,,,
Lakers,1649750016,Refs are garbage #Lakers,DJ Capital Menace,https://pbs.twimg.com/profile_images/853753797432061952/VoAyZDNb_normal.jpg,260,Alhaji_menace,Menace T is a young black man trying to make it in this bizare world.The world full of selfish and greedy goons.,Sat May 16 23:56:56 +0000 2009,49.3172939,-123.023068,40569066,705,0.25,,,,,,,,,,,,,,,,,,,,,,,
DubNation,244703232,Lol. A dumbass fan talking shit to KD got kicked out. #DubNation #Warriors,Elijah Carey,https://pbs.twimg.com/profile_images/942260169269841920/nsNdOgTa_normal.jpg,153,elijahcarey98,"NBA superfan, Bay Area Sports fan, WWE is Life 💪",Thu Jun 25 07:38:12 +0000 2015,37.88472489999999,-122.114775,-1039579706,483,-0.25,,,Warriors,,,,,,,,,,,,,,,,,,,,
Utah,1620537347,#Utah literally fouled Zo to stop the break and the refs didn't call it then had the nerve to call the same exact foul on the #Lakers.,Coree Thomas,https://pbs.twimg.com/profile_images/474641427138613248/QwDtylC2_normal.jpeg,189,TeachMe2487,VCU Alumnus. Proud father and married to a beautiful woman. Not perfect but better than I used to be!,Sat Aug 29 14:33:09 +0000 2009,,,69879169,271,-1.625,,,Lakers,,,,,,,,,,,,,,,,,,,,
celtics,-1202229247,"RT @J_Ziela: Drama en Minnesota 
Tremendo golpe se llevó Jaylen Brown

Animo @FCHWPO #celtics 

 https://t.co/cxfplGLyyz",Yoel Emiro🔱,https://pbs.twimg.com/profile_images/960154386730188800/eqxgYjEE_normal.jpg,403,yemiro13,"🚶
Ciudadano del mundo.",Sat Oct 27 00:46:22 +0000 2012,43.5497189,-5.6075602,907083223,416,0,,J_Ziela,,,,,,Jaylen Brown,,,,,,,,,,,,,,,
Celtics,-1776898048,"RT @NBA: Kyrie Irving (23p, 8a, 7r) helped the @celtics clinch a playoff berth with a win in Minnesota! #Celtics https://t.co/hltkH141xs",Jordan B. Michael,https://pbs.twimg.com/profile_images/955676686749708288/a5kmSm-9_normal.jpg,1389,swannyszn,Dallas and Boston Sports | 🇯🇴🇵🇸 | #FreePalestine | #FMPxHCB | #JDF16 | #BLM | #LiveLukesLegacy,Mon Feb 11 04:50:01 +0000 2013,,,1167860090,829,0.125,,NBA,,,,,,Boston Celtics,,,,,,,,,,,,,,,
Celtics,1339400193,The #Celtics are the second team to clinch a playoff spot. #NBA,NBA Lord,https://pbs.twimg.com/profile_images/548958756793360384/9ExdTk5S_normal.jpeg,1401,nba_lord,My name is Ben Parker. I graduated from UC Berkeley. Follow me here to keep up with the NBA! I'm also @slamdunk406 (No affiliation with the NBA).,Thu Apr 19 00:21:06 +0000 2012,37.469887,-122.0446721,557336029,834,0.5,,,NBA,,,,,,,,,,,,,,,,,,,,
Warriors,1184120833,#Warriors on a 20-7 run...GS within 2 after trailing by 15 earlier in the 2nd qtr. #Blazers up 52-50.,Jay Allen (Blazers),https://pbs.twimg.com/profile_images/586559839133794304/QoKp_Uxy_normal.png,6647,PDXjay,"Reporter/Host @RipCityRadio620. @trailblazers Radio Host. Covering Blazers, Ducks, Beavers, & entire NW sports scene. Tweets = my opinions, not my employers'.",Sat Jul 17 22:58:50 +0000 2010,45.654424,-122.4718489,167932594,806,-0.5,,,Blazers,,,,,,,,,,,,,,,,,,,,
lakers,-1537875968,Caldwell-Pope baby #lakers #sealbeach :),Jay Kranda,https://pbs.twimg.com/profile_images/928770491531141120/uM7r5GYF_normal.jpg,12696,JayKranda,"Husband, dad of 👦👦👧, Online Pastor @Saddleback, runner, NBA fan, & drink cold coffee",Mon Sep 29 08:09:23 +0000 2008,33.6702047,-117.6249168,16509228,11872,0,,,sealbeach,,,,,,,,,,,,,,,,,,,,
Celtics,274173952,"RT @NBA: Kyrie Irving (23p, 8a, 7r) helped the @celtics clinch a playoff berth with a win in Minnesota! #Celtics https://t.co/hltkH141xs",CJ 💤,https://pbs.twimg.com/profile_images/972284317459210242/DOpxDg04_normal.jpg,1279,tatumbetter,"@celtics • @redsox • @dloading • @fsufootball LeBron till the day I die bro. It's the motto. If you betray or talk shit about him, you're the enemy. PERIOD",Wed Nov 18 00:58:34 +0000 2015,42.0188,-71.0885709,-80801136,681,0.125,,NBA,,,,,,Boston Celtics,,,,,,,,,,,,,,,
Lakers,991182848,KCP has that love/hate relationship with me😂 #Lakers,As If!,https://pbs.twimg.com/profile_images/928951374720593920/5rBa4Ytz_normal.jpg,87,SGVThang,2x SC #Kings/16x NBA #Lakers/ 6x WS #Dodgers/11x NC #USC/3x SB #Raiders Champions #ArmyVet,Wed Jun 15 00:08:51 +0000 2011,34.1713799,-117.478789,317468122,90,0,,,,,,,,,,,,,,,,,,,,,,,
Lakers,81014785,"Miss a layup, make a 3. Basketball, the 2018 way. #Lakers #lakeshow #nba",Alex Vejar,https://pbs.twimg.com/profile_images/965684219199369217/JTBgrTal_normal.jpg,673,AlexVReporting,Lakers beat for @AVP_Sports. Freelance NBA writer. Formerly @MalibuNews. @CSUNorthridge alum. PBWA member. Former wannabe rock star. @TaylorSwift13 apologist.,Thu Jul 15 19:18:19 +0000 2010,34.3373061,-118.1552891,167100622,735,0,,,lakeshow,nba,,,,,,,,,,,,,,,,,,,
Trailblazers,173408257,The #Trailblazers are making a mistake. Trying to beat the #Warriors Behind the 3 point line. They're now only down by 4 points.,Sibjac Jay,https://pbs.twimg.com/profile_images/424317205879070720/IgJHNH79_normal.jpeg,843,Sibjacj,"An outgoing person who's not afraid to text his mind. A lover of God, music, video games, women, and sports.",Fri Jan 17 22:54:19 +0000 2014,,,-1998075100,717,0,,,Warriors,,,,,,,,,,,,,,,,,,,,
nba,-1508421632,Plumblee looks like a lobster #nba #lakers #nuggets,invasivetoast,https://pbs.twimg.com/profile_images/956049577249034240/YXIi6g7C_normal.jpg,4,invasivetoast,👎,Fri Jan 05 04:20:25 +0000 2018,,,-1583919104,142,0.125,,,lakers,nuggets,,,,,,,,,,,,,,,,,,,
books,781529089,RT @AlfredRBill: Genre #books #authors #writers : #Fantasy #bluedragon #blue #dragon @balanceguide  #Wizards #Mages #Warriors #Warlords @Th…,AlfredBill,https://pbs.twimg.com/profile_images/917505261660553216/V3hiWHYb_normal.jpg,1945,AlfredRBill,I do #free #shoutouts for #authors #nature #books #amwriting #artists #music #fairvoting #film #cook #blogs #fitness Thank you for #follows,Sun Oct 01 06:51:03 +0000 2017,,,-1596706816,4714,0,,AlfredBill,authors,writers,Fantasy,bluedragon,blue,Dragons' Geas,,dragon,Wizards,Mages,Warriors,Warlords,,,,,,,,,
WeLoveLA,290799617,"#WeLoveLA RT ""#Lakers  Kuzma gets the stop on one end and retakes the lead with a layup on the other!"" #SportsRoadhouse",LosAngelesSRH,https://pbs.twimg.com/profile_images/886531756396032000/j65xlQUe_normal.jpg,1154,LosAngelesSRH,"Los Angeles SportsRoadhouse®, Los Angeles Sports Breaking news, Links, & Licensed Merchandise",Fri Aug 10 08:48:56 +0000 2012,34.3373061,-118.1552891,748959852,114,0,,,Lakers,SportsRoadhouse,,,,,,,,,,,,,,,,,,,
WeLoveLA,1716895745,"#WeLoveLA RT ""#Lakers  Lil flip #LakeSlo https://t.co/hP6g1EOEhz"" #SportsRoadhouse https://t.co/s1YigsCpK1",LosAngelesSRH,https://pbs.twimg.com/profile_images/886531756396032000/j65xlQUe_normal.jpg,1154,LosAngelesSRH,"Los Angeles SportsRoadhouse®, Los Angeles Sports Breaking news, Links, & Licensed Merchandise",Fri Aug 10 08:48:56 +0000 2012,34.3373061,-118.1552891,748959852,114,0,,,Lakers,LakeSlo,SportsRoadhouse,,,,,,,,,,,,,,,,,,
