hashtags/0,mentions/0,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/id,user/friends,sentient,urls/0,hashtags/1,mentions/1,hashtags/2,hashtags/3,urls/1,mentions/2,mentions/3,urls/2,hashtags/4,user/location/lat,user/location/long,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,mentions/4,mentions/5,mentions/6,mentions/7,mentions/8,hashtags/11,hashtags/12;;;;;;;;;;;;;;;
,Bulls Scripted,1897385984,RT @BullScripted: Bulls are playing with fire but they joined the rest of the league in shameless tactics. Valentine was the only player to…,BULLS NATION(22-43),https://pbs.twimg.com/profile_images/947668380613533697/T5LUuPfW_normal.jpg,60,DRoseWithTheFlu,DIE HARD BULLS FAN!!EVERYTHING BULLS!!!,Wed Jul 15 15:17:13 +0000 2015,-1014222020,179,0.125,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
"Bulls,The Loop Sports,-371728384,""RT @TheLoop_Sports: Bulls Shoot Poorly, Fall to Pistons in Lopez's Return #Bulls #NBA https://t.co/GeBJplFCX3 https://t.co/Iff2N8rz4z"",Tim Moran,https://pbs.twimg.com/profile_images/865033143774007296/uz0lC450_normal.jpg,383,TLS_TimM,Editor for @TheLoop_Sports,Fri Jul 31 02:46:59 +0000 2015,-898488649,241,0,https://theloopsports.com/2018/03/09/bulls-lose-big-pistons-lopez-return/,NBA,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
Bullsnation,Zach LaVine,2065133568,@ZachLaVine @BullsBeatBlog #Bullsnation loves you win or lose,BlakeneySZN,https://pbs.twimg.com/profile_images/942175584788058112/q6fqbaye_normal.jpg,257,thatoneguy614,NBA stan __ My most popular tweets are from talking basketball,Thu Feb 19 21:44:15 +0000 2015,-1263354304,317,0,,,Pippen Ain't Easy,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
BullsNation,Zach LaVine,706121728,@ZachLaVine It's my 18th brithday so you gotta stay positive Zach! ❤#BullsNation,Ivy,https://pbs.twimg.com/profile_images/882981341972877312/5k6fMPXi_normal.jpg,42,IvyannaW,#BullsNation #DubNation,Wed Sep 18 01:36:44 +0000 2013,1877548410,389,0,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
Bullsnation,Zach LaVine,1175965698,@ZachLaVine Y’all gonna figure it out #Bullsnation,Taurus Killmonger ❄️,https://pbs.twimg.com/profile_images/949821714707484673/SLYBN-cL_normal.jpg,383,taurusp11,17|Rose Fan 🌹|DieHard Bulls Fan since 2011|Sc: That_boytaurus. IG: Taurusp11|,Mon Jan 20 22:24:30 +0000 2014,-1992863450,486,0,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
Bulls,Samuel McCollin,-455680000,A los unicos equipos que le podemos ganar son estos #Bulls shit @SamuelMcCollin 👀 @JakeCortes https://t.co/Pzw5HGlN3p,Carlos González,https://pbs.twimg.com/profile_images/673278771676364800/V5eYBnNd_normal.jpg,233,CarloSanto_22,Hijo de Irma y Carlos. Licenciado en Admin. de Negocios. Locutor Comercial. #FantasyFootball and #NFL analyst for @idayvuelta154 . #SpreadLove,Sat Aug 29 04:41:15 +0000 2015,-917042882,272,-0.125,https://twitter.com/DetroitPistons/status/972298057462132737,,Jake Cortés,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
"blackangus,,1020542977,2 YEAR OLD Purebred Black Angus Bulls for sale. #blackangus #bulls #Livestock #cattle  https://t.co/CCMc2kwDf6☏ https://t.co/ATZqMFdjPr,FarmZilla Classified,https://pbs.twimg.com/profile_images/877210036019134464/qBhiyKrc_normal.jpg,1473,FarmZillaClass,""Over 35,000 Listings on Canada's ag-only listings giant!"",Wed Nov 26 19:01:17 +0000 2014,-1383822316,1804,0,http://bit.ly/2FlTAVg,bulls,,Livestock,cattle,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
"Bulls,Detroit Pistons,-434765823,""Griffin helps @DetroitPistons snap skid, leads team to 99-83 win over #Bulls https://t.co/Ue6lRGBV4e https://t.co/VHmgGI0Upl"",Macomb Daily Sports,https://pbs.twimg.com/profile_images/1107292910/real_macomb_daily_normal.jpg,4326,MacDailySports,Official Twitter of The Macomb Daily sports section.,Mon Jul 13 03:58:00 +0000 2009,56280744,1808,0.125,http://bit.ly/2GcntJb,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
"Bulls,Detroit Pistons,1918189568,""Griffin helps @DetroitPistons snap skid, leads team to 99-83 win over #Bulls https://t.co/JFEqj6JJjl https://t.co/6xEBgDfnFM"",The Oakland Press,https://pbs.twimg.com/profile_images/627280892/n47899317691_1292582_4177_normal.jpg,2284,theopsports,""We provide news and analysis on the Detroit Lions, Pistons, Tigers, Red Wings and Oakland University, as well as the best local high-school coverage."",Tue Jan 12 22:17:42 +0000 2010,104290001,133,0.125,http://bit.ly/2IiL8rR,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
"Bulls,The Loop Sports,85364736,""RT @TheLoop_Sports: Bulls Shoot Poorly, Fall to Pistons in Lopez's Return #Bulls #NBA https://t.co/GeBJplFCX3 https://t.co/Iff2N8rz4z"",Tim M,https://pbs.twimg.com/profile_images/840981935979655168/kHQ92MIk_normal.jpg,369,timmoran76,Checkmate,Wed Nov 05 01:15:01 +0000 2014,-1433235042,331,0,https://theloopsports.com/2018/03/09/bulls-lose-big-pistons-lopez-return/,NBA,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
BullsNation,Mid Range Brasil,-921210880,RT @MidRangeBR: Cameron Payne lidera a NBA em jogadas para o tank. #BullsNation  https://t.co/zl915dKdNU,Victor Montenegro,https://pbs.twimg.com/profile_images/954870713109839872/Alrve7Y6_normal.jpg,6,vic_guimas,Um dia sem risadas é um dia perdido.,Fri Sep 15 15:35:51 +0000 2017,576114688,298,0,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
BullsNation,Mid Range Brasil,-2078875648,RT @MidRangeBR: Cameron Payne lidera a NBA em jogadas para o tank. #BullsNation  https://t.co/zl915dKdNU,Douglas do Valle,https://pbs.twimg.com/profile_images/747270815226396672/mfqyLB8q_normal.jpg,28,douglas_ddv,,Thu Oct 29 02:48:17 +0000 2015,-230066093,241,0,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
"Bulls,,-1378365439,""Bulls Shoot Poorly, Fall to Pistons in Lopez's Return #Bulls #NBA https://t.co/GeBJplFCX3 https://t.co/Iff2N8rz4z"",The Loop Sports,https://pbs.twimg.com/profile_images/918953793210826752/6YZoEjF-_normal.jpg,1053,TheLoop_Sports,""Chicago Sports News and Opinion • Classic look, modern feel.  Inquiries:  editors@theloopsports.com  🎙: https://t.co/bqpRIPdrUr"",Sun Dec 11 02:10:45 +0000 2016,-703115264,506,0,https://theloopsports.com/2018/03/09/bulls-lose-big-pistons-lopez-return/,NBA,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
",FieldLevelMedia,-921182208,Pistons beat Bulls to snap four-game losing streak. My recap for @FieldLevelMedia (via @ScoresNStatsCom)...… https://t.co/2atuXgxrzd,Gethin Coolbaugh,https://pbs.twimg.com/profile_images/833123467419590660/F4WbogFC_normal.jpg,2513,GethinCoolbaugh,""Sports, Politics, Life | @AP_Sports, @AP_Broadcast, @FieldLevelMedia | Christian. American. Imperfect. Dialogue, not debate. Opinions mine — happy to discuss. 🙂"",Thu Apr 02 12:01:14 +0000 2009,28324031,703,0.625,https://twitter.com/i/web/status/972304196014956544,,ScoresAndStats Com,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
Bullsnation,,-661307392,22-43 #Bullsnation,SB52 🏆🦅🏈 22-43 🐂🏀,https://pbs.twimg.com/profile_images/788628356900290560/TAhdy9Ps_normal.jpg,1026,NguyenKevin4,Oregon Ducks Football. Philadelphia Eagles. Philadelphia Phillies. Kentucky Wildcats Basketball. Chicago Bulls.,Wed Jul 15 08:45:06 +0000 2015,-1014570748,3382,0,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
,,-1156100096,I’m always looking for more writers to join https://t.co/TGfThTjrAl. Send me a message if you are interested!… https://t.co/WzAAtYkDA8,Thomas Gibbons,https://pbs.twimg.com/profile_images/934294719353548802/_f9Ur1ie_normal.jpg,765,ThomasGibbons_3,Founder of Windy City Chronicle |@iccpfootball WR/DB coach,Wed Jan 09 04:38:36 +0000 2013,1072822424,440,0,http://windycitychronicle.com,,,,,https://twitter.com/i/web/status/972303517175205888,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
",Chicago Bulls,605515776,""Queda de rendimento após um primeiro tempo equilibrado, @ChicagoBulls perde para @DetroitPistons, 99-83 em Detroit.… https://t.co/GE9CXPKtak"",Bulls Brasil 🇧🇷,https://pbs.twimg.com/profile_images/858149729229828097/UNusXEHj_normal.jpg,1293,Bulls_Brasil,Twitter dedicado aos fãs do @ChicagoBulls (Made by Brazilian fans) 📷: https://t.co/krmzXAaZc3 / #BullsNation #RunWithUs ✶✶✶✶,Sun Feb 10 16:41:07 +0000 2013,1166393329,465,0,https://twitter.com/i/web/status/972302638468526080,,Detroit Pistons,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
"NBA,,1641508864,#NBA  FINAL  Chicago Bulls 83 Detroit Pistons 99  #Bullsnation #DetroitBasketball https://t.co/XaWi8gJLi9,Legado NBA,https://pbs.twimg.com/profile_images/961713180698447873/JPRX950M_normal.jpg,302,LegadoNBA,""Manu nos hizo amar el básquet. Nosotros continuamos su legado. Información, opinión, el mejor baloncesto del mundo en un solo lugar! 🏀"",Fri Aug 25 05:36:44 +0000 2017,466878464,307,0,,Bullsnation,,DetroitBasketball,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
Bulls,Chicago Bulls,1360347137,RT @chicagobulls: It's Dunk City here at the @UnitedCenter. #Bulls up at the break.  @MarkkanenLauri: 11pts @ZachLaVine: 10pts / 3ast @BPor…,Huong,https://pbs.twimg.com/profile_images/915157659334119424/bUtSu7pg_normal.jpg,4805,soyarshuong_49,,Fri Sep 22 09:15:59 +0000 2017,1264033792,4380,0,,,United Center,,,,Lauri Markkanen,Zach LaVine,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
"btc,,1251225600,""Looking for green bulls, have you seen any lately? #btc #bitcoin #crypto #Bulls https://t.co/F893zu1OUU"",Crypto Breaux,https://pbs.twimg.com/profile_images/960646370326540289/9lBVuc5w_normal.jpg,48,cryptobreaux,Inform | Educate | Entertain | Fintech | Bag holder | Inquiries: cryptobreaux@protonmail.com BTC:16ML86DNvfZEbvtAKyapmyt15kfTxhhCn2,Thu Jan 11 07:05:10 +0000 2018,1641295872,170,-0.25,,bitcoin,,crypto,Bulls,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
"Bulls,,-1978175488,Griffin Leads Pistons To 99-83 Win Over #Bulls: DETROIT (AP) — Blake Griffin had 25 points… https://t.co/d1e1cwc1N0,CHICAGO PIXELS,https://pbs.twimg.com/profile_images/482549243828113408/Q_jnH7EY_normal.jpeg,849,chicagopixels,""Chicago Pixels, Where Pixel Page Ads are for everyone!"",Fri Feb 26 17:05:09 +0000 2010,117797756,1938,0,https://goo.gl/fb/SaLUzA,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
Bulls,,362270720,I absolutely can’t wait for the Lavine contract. #Bulls gotta sign him to prove they got something in return for an… https://t.co/impf0GScOU,Ayebro Martinez,https://pbs.twimg.com/profile_images/893122271203610625/4FIb-mMJ_normal.jpg,156,drjekylmrpryde,The loudest boos come from the cheap seats,Tue Jan 03 00:24:07 +0000 2012,453502968,511,0.25,https://twitter.com/i/web/status/972300533691305984,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
",Flowers Fay,-1143549952,""RT @SportsTixSoup: NBA Mock Draft 2018: Marvin Bagley III To Mavs, Grayson Allen To Bulls Among Four Possible Duke Draft Picks https://t.co…"",loveandbball,https://pbs.twimg.com/profile_images/53289896/lovebball-logo_normal.jpg,851,loveandbball,Got love for basketball?,Fri Apr 25 04:22:46 +0000 2008,14522399,1553,0,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
BullsNation,Chicago Bulls,-1319669760,RT @chicagobulls: Solid start for the good guys in the Motor City! #BullsNation  Lopez: 9pts/2reb Holiday: 6pts LaVine: 5pts/2reb/2stl http…,Nookah no love solider the female weezy,https://pbs.twimg.com/profile_images/956785556083609600/6lzfD01h_normal.jpg,21,Mzwetwet30,My name is Nookah born an raised in the chi 28 talented diploma degree  dance write rap an will baked tf out of ah mf,Sun Jan 21 09:19:49 +0000 2018,-401281024,45,0.25,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
",,1905713152,""NBA Mock Draft 2018: Marvin Bagley III To Mavs, Grayson Allen To Bulls Among Four Possible Duke Draft Picks… https://t.co/LkM1szgUZb"",Flowers Fay,https://pbs.twimg.com/profile_images/824341332260978688/1e38kTIO_normal.jpg,200,SportsTixSoup,,Wed Apr 20 19:43:20 +0000 2011,285235101,746,0,https://twitter.com/i/web/status/972300079968215040,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
"Pistons,,882245632,#Pistons-99 #Bulls-83 DET Blake Griffin 25 pts 8 reb 8 ast Reggie Bullock 21 pts 3 reb 1 ast James Ennis III 14 pts… https://t.co/ynSs43Wfei,Daily Sports News,https://pbs.twimg.com/profile_images/929006453377073152/UFrrPsa-_normal.jpg,11,SportsNews246,""Stats, scores, and opinions from all around the sports world!"",Wed Oct 25 20:40:14 +0000 2017,-1340682240,31,0,https://twitter.com/i/web/status/972299958685663232,Bulls,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
"Bulls,Chicago Bulls,-581447678,""RT @chicagobulls: The #Bulls pulled out a big W last night which means, yep, free wings from @Wingstop for Chicagoland #Bulls fans! Just sh…"",Jelissa Gonzalez,https://pbs.twimg.com/profile_images/898571373701996545/Ww88sym4_normal.jpg,236,ItsJelissa18,,Sat Sep 15 01:42:52 +0000 2012,824343499,513,0.75,,Bulls,Wingstop 🍗,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
"Bulls,,1020657664,""Chicago #Bulls vs Detroit #Pistons - Full Game Highlights | March 9, 2018 | #NBA Season 2017-18 https://t.co/21otcXLKOl"",Rapid Highlights,https://pbs.twimg.com/profile_images/839447572750209024/OWxtCVWr_normal.jpg,210,RapidHighlights,NBA Highlights,Wed Mar 08 11:32:57 +0000 2017,-1382662143,66,0,https://youtu.be/DoFjSWjWobQ,Pistons,,NBA,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
",,274116611,""Chicago sports radio blabbering continuously about Bulls """"core"""".  Levine. Dunn and Markkanen scored 27 COMBINED in… https://t.co/GmZByVq586"",Jeff Reinke,https://pbs.twimg.com/profile_images/971343852392108032/xJwriUDB_normal.jpg,221,reinkej10,""A.K.A HOUND - Exec Director, HCC Foundation"; Old School Hooper;" BADGER/BUCKS/REDSKINS/BREWERS Fan."",Sat May 12 14:52:07 +0000 2012,578204253,710,0,https://twitter.com/i/web/status/972299416911654915,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;
Pistons,VegasInsider.com,1695940608,RT @TwitVI: #Pistons (-7.5) finish off #Bulls 99-83 as 'under' (214.5) easily comes through. Not one quarter in this game had more than 50…,Tyler V,https://pbs.twimg.com/profile_images/543932831177527296/9YwUoWIm_normal.jpeg,1346,tylrinvegas1238,Las Vegas-born in Iowa,Thu Apr 12 04:33:38 +0000 2012,551567950,4998,0.125,,Bulls,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
"Pistons,,-916992000,""#Pistons decisively smack down the #Bulls at #TheSlice🍕, like there was any doubt. Story coming."",Vincent Goodshill🍿,https://pbs.twimg.com/profile_images/930988346620379137/sQ78s3B-_normal.jpg,1055,vgoodshill,""#Pistons Insider, #NBA basketball expert, but I don't know the game, right? #smh More scoops than Baskin Robbins. Prolly at a hotel pool, I ain't hard to find."",Sun Jan 15 15:00:19 +0000 2012,464711507,2018,0,,Bulls,,TheSlice,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
BullsNation,Chicago Bulls France,-1093214206,RT @bullsfr: Mettre Lopez titulaire pour au final le faire jouer 12 minutes et éviter les représailles d’Adam Silver #BullsNation https://t…,Ben Zoundi,https://pbs.twimg.com/profile_images/950453597610930177/xUc2LYBL_normal.jpg,251,Zoundiben,,Wed Jun 13 17:20:31 +0000 2012,607390327,104,0,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
RunWithUs,Bulls Nation,-892059648,RT @BullNationCHI: FINAL: Bulls 83 Pistons 99 #RunWithUs #BullsNation   Next Game: Sunday at Atlanta,CHISportsNation,https://pbs.twimg.com/profile_images/535680249015844864/idEfecg__normal.jpeg,2569,CHISportsNation,Enhancing Your Chicago Sports Fan Experience | 1/5 of @WegrynENT | #CHISportsNation #WegENT,Sun Jun 22 23:47:16 +0000 2014,-1711992310,267,0,,BullsNation,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
,,-954929151,Detroit Pistons snap losing skid with win over tanking Chicago Bulls - Detroit Free Press https://t.co/ZQrCo14lnK… https://t.co/KqKQfiyi02,Chicago Bulls News,https://pbs.twimg.com/profile_images/805395327012446208/TJRvtvfq_normal.jpg,84,C_BullsNews,The latest Chicago Bulls news.,Sun Dec 04 12:54:42 +0000 2016,194449408,33,0.125,http://dlvr.it/QKRb0h,,,,,https://twitter.com/i/web/status/972298178732027905,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
,,471154688,LIVE Detroit Pistons - Chicago Bulls NBA - 10 March 2018 - https://t.co/B1WMFqnzaL https://t.co/3fkJSyKzjM… https://t.co/AFXmbVP1lP,Chicago Bulls News,https://pbs.twimg.com/profile_images/805395327012446208/TJRvtvfq_normal.jpg,84,C_BullsNews,The latest Chicago Bulls news.,Sun Dec 04 12:54:42 +0000 2016,194449408,33,0,http://Eurosport.com,,,,,http://dlvr.it/QKRb0d,,,https://twitter.com/i/web/status/972298171568177152,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
,Bulls Scripted,861310976,RT @BullScripted: Bulls are playing with fire but they joined the rest of the league in shameless tactics. Valentine was the only player to…,🅱️ig 🅱️aller Q,https://pbs.twimg.com/profile_images/971708627076702210/7f_fKarN_normal.jpg,945,CaneGangg,|🎱|Y$L|#ShootersGoneShoot|RIP @FREDOSANTANA300|God’s Plan🙏🏾|I Can’t Wife No Thot🦅|,Thu Jan 26 01:43:41 +0000 2017,1792495620,1351,0.125,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
,,173408262,Meilleur marqueur des Bulls : Payne (17) Meilleurs rebondeurs : Valentine/Markkanen (8) Meilleurs passeurs : Valent… https://t.co/mCugz9JzJA,Mr_ChicagoBulls,https://pbs.twimg.com/profile_images/886637264180269057/oI0sPL_m_normal.jpg,2496,FrenchBullsFan,Bulls fanatic ! My website for EVERYTHING Chicago Bulls : https://t.co/r7k3Q1DAhf,Thu Jul 05 22:29:19 +0000 2012,627795695,509,0,https://twitter.com/i/web/status/972297930752262150,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
"BullsNation,Chicago Bulls,366440448,""RT @chicagobulls: You’ve never seen access like this before, #BullsNation. See what happens after a trade takes place, go inside film and c…"",Nookah no love solider the female weezy,https://pbs.twimg.com/profile_images/956785556083609600/6lzfD01h_normal.jpg,21,Mzwetwet30,My name is Nookah born an raised in the chi 28 talented diploma degree  dance write rap an will baked tf out of ah mf,Sun Jan 21 09:19:49 +0000 2018,-401281024,45,0,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
"BullsNation,,-1059594240,""Destaques #BullsNation : Payne: 17 pts e 2 stl Dunn: 13 pts, 4 reb e 3 stl Lopez: 9 pts e 2 reb Vonleh: 8 pts e 6 r… https://t.co/n5FKUpcZgz"",Double-Doule BR,https://pbs.twimg.com/profile_images/966841279920463874/waNiegC5_normal.jpg,21,double_doublebr,Perfil brasleiro para falar sobre NBA!,Wed Feb 21 04:34:09 +0000 2018,756539392,79,0,https://twitter.com/i/web/status/972297899454488576,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
",,-65544191,Bulls are playing with fire but they joined the rest of the league in shameless tactics. Valentine was the only pla… https://t.co/KzxDmjaCsi,Bulls Scripted,https://pbs.twimg.com/profile_images/917798714760220672/EGgT0imr_normal.jpg,1053,BullScripted,""Weekly guest Podcaster- https://t.co/arzttrUrDB Freelance Blogger- https://t.co/vy9qRHjJJB Uncensored current updates, pointless debates, Endless TradeMachine"",Thu Feb 23 20:28:59 +0000 2017,-1017708543,609,0,https://twitter.com/i/web/status/972297612685729793,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;
Bulls,,-908840960,#Bulls trail heading into the 4th. 12 minutes to get back in this one. Dunn: 13pts/4ast/3stl Payne: 11pts… https://t.co/q8M94OdKyK,ChicagoBulls Social,https://pbs.twimg.com/profile_images/1819707993/icon-chicago_normal.jpg,315,ChicagoBullsSoc,,Tue Jan 17 13:49:55 +0000 2012,466507977,26,0,https://twitter.com/i/web/status/972297414273937408,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
